,date,provider,region,age,total_number
84947,2021-07-08,Pfizer/BioNTech,Lombardia,60-69,139.0
84948,2021-07-08,Pfizer/BioNTech,Lombardia,70-79,79.0
84949,2021-07-08,Pfizer/BioNTech,Lombardia,80-89,54.0
84950,2021-07-08,Pfizer/BioNTech,Lombardia,90+,14.0
85110,2021-07-08,Vaxzevria (AstraZeneca),Lombardia,20-29,0.0
85111,2021-07-08,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
85112,2021-07-08,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
85113,2021-07-08,Vaxzevria (AstraZeneca),Lombardia,50-59,0.0
85114,2021-07-08,Vaxzevria (AstraZeneca),Lombardia,60-69,50.0
85115,2021-07-08,Vaxzevria (AstraZeneca),Lombardia,70-79,29.0
85116,2021-07-08,Vaxzevria (AstraZeneca),Lombardia,80-89,1.0
85117,2021-07-08,Vaxzevria (AstraZeneca),Lombardia,90+,1.0
85231,2021-07-09,Janssen,Lombardia,20-29,1.0
85232,2021-07-09,Janssen,Lombardia,30-39,6.0
85233,2021-07-09,Janssen,Lombardia,40-49,8.0
85234,2021-07-09,Janssen,Lombardia,50-59,18.0
85235,2021-07-09,Janssen,Lombardia,60-69,114.0
85236,2021-07-09,Janssen,Lombardia,70-79,50.0
85237,2021-07-09,Janssen,Lombardia,80-89,7.0
85238,2021-07-09,Janssen,Lombardia,90+,1.0
85361,2021-07-09,Moderna,Lombardia,12-19,516.0
85362,2021-07-09,Moderna,Lombardia,20-29,3186.0
85363,2021-07-09,Moderna,Lombardia,30-39,1171.0
85364,2021-07-09,Moderna,Lombardia,40-49,892.0
85365,2021-07-09,Moderna,Lombardia,50-59,414.0
85366,2021-07-09,Moderna,Lombardia,60-69,109.0
85367,2021-07-09,Moderna,Lombardia,70-79,47.0
85368,2021-07-09,Moderna,Lombardia,80-89,47.0
85369,2021-07-09,Moderna,Lombardia,90+,12.0
85541,2021-07-09,Pfizer/BioNTech,Lombardia,12-19,2378.0
85542,2021-07-09,Pfizer/BioNTech,Lombardia,20-29,1278.0
85543,2021-07-09,Pfizer/BioNTech,Lombardia,30-39,454.0
85544,2021-07-09,Pfizer/BioNTech,Lombardia,40-49,436.0
85545,2021-07-09,Pfizer/BioNTech,Lombardia,50-59,258.0
85546,2021-07-09,Pfizer/BioNTech,Lombardia,60-69,97.0
85547,2021-07-09,Pfizer/BioNTech,Lombardia,70-79,92.0
85548,2021-07-09,Pfizer/BioNTech,Lombardia,80-89,37.0
85549,2021-07-09,Pfizer/BioNTech,Lombardia,90+,20.0
85712,2021-07-09,Vaxzevria (AstraZeneca),Lombardia,20-29,0.0
85713,2021-07-09,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
85714,2021-07-09,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
85715,2021-07-09,Vaxzevria (AstraZeneca),Lombardia,50-59,0.0
85716,2021-07-09,Vaxzevria (AstraZeneca),Lombardia,60-69,53.0
85717,2021-07-09,Vaxzevria (AstraZeneca),Lombardia,70-79,22.0
85718,2021-07-09,Vaxzevria (AstraZeneca),Lombardia,80-89,3.0
85719,2021-07-09,Vaxzevria (AstraZeneca),Lombardia,90+,1.0
85819,2021-07-10,Janssen,Lombardia,30-39,1.0
85820,2021-07-10,Janssen,Lombardia,40-49,1.0
85821,2021-07-10,Janssen,Lombardia,50-59,5.0
85822,2021-07-10,Janssen,Lombardia,60-69,95.0
85823,2021-07-10,Janssen,Lombardia,70-79,31.0
85824,2021-07-10,Janssen,Lombardia,80-89,4.0
85825,2021-07-10,Janssen,Lombardia,90+,1.0
85932,2021-07-10,Moderna,Lombardia,12-19,517.0
85933,2021-07-10,Moderna,Lombardia,20-29,3658.0
85934,2021-07-10,Moderna,Lombardia,30-39,1643.0
85935,2021-07-10,Moderna,Lombardia,40-49,1281.0
85936,2021-07-10,Moderna,Lombardia,50-59,732.0
85937,2021-07-10,Moderna,Lombardia,60-69,128.0
85938,2021-07-10,Moderna,Lombardia,70-79,55.0
85939,2021-07-10,Moderna,Lombardia,80-89,22.0
85940,2021-07-10,Moderna,Lombardia,90+,2.0
86113,2021-07-10,Pfizer/BioNTech,Lombardia,12-19,2778.0
86114,2021-07-10,Pfizer/BioNTech,Lombardia,20-29,1428.0
86115,2021-07-10,Pfizer/BioNTech,Lombardia,30-39,529.0
86116,2021-07-10,Pfizer/BioNTech,Lombardia,40-49,431.0
86117,2021-07-10,Pfizer/BioNTech,Lombardia,50-59,273.0
86118,2021-07-10,Pfizer/BioNTech,Lombardia,60-69,92.0
86119,2021-07-10,Pfizer/BioNTech,Lombardia,70-79,33.0
86120,2021-07-10,Pfizer/BioNTech,Lombardia,80-89,19.0
86121,2021-07-10,Pfizer/BioNTech,Lombardia,90+,4.0
86281,2021-07-10,Vaxzevria (AstraZeneca),Lombardia,20-29,0.0
86282,2021-07-10,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
86283,2021-07-10,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
86284,2021-07-10,Vaxzevria (AstraZeneca),Lombardia,50-59,0.0
86285,2021-07-10,Vaxzevria (AstraZeneca),Lombardia,60-69,109.0
86286,2021-07-10,Vaxzevria (AstraZeneca),Lombardia,70-79,34.0
86287,2021-07-10,Vaxzevria (AstraZeneca),Lombardia,80-89,3.0
86288,2021-07-10,Vaxzevria (AstraZeneca),Lombardia,90+,0.0
86388,2021-07-11,Janssen,Lombardia,20-29,2.0
86389,2021-07-11,Janssen,Lombardia,30-39,2.0
86390,2021-07-11,Janssen,Lombardia,40-49,2.0
86391,2021-07-11,Janssen,Lombardia,50-59,7.0
86392,2021-07-11,Janssen,Lombardia,60-69,94.0
86393,2021-07-11,Janssen,Lombardia,70-79,25.0
86394,2021-07-11,Janssen,Lombardia,80-89,2.0
86497,2021-07-11,Moderna,Lombardia,12-19,486.0
86498,2021-07-11,Moderna,Lombardia,20-29,3086.0
86499,2021-07-11,Moderna,Lombardia,30-39,1555.0
86500,2021-07-11,Moderna,Lombardia,40-49,1155.0
86501,2021-07-11,Moderna,Lombardia,50-59,632.0
86502,2021-07-11,Moderna,Lombardia,60-69,117.0
86503,2021-07-11,Moderna,Lombardia,70-79,54.0
86504,2021-07-11,Moderna,Lombardia,80-89,15.0
86505,2021-07-11,Moderna,Lombardia,90+,0.0
86669,2021-07-11,Pfizer/BioNTech,Lombardia,12-19,2505.0
86670,2021-07-11,Pfizer/BioNTech,Lombardia,20-29,873.0
86671,2021-07-11,Pfizer/BioNTech,Lombardia,30-39,414.0
86672,2021-07-11,Pfizer/BioNTech,Lombardia,40-49,343.0
86673,2021-07-11,Pfizer/BioNTech,Lombardia,50-59,178.0
86674,2021-07-11,Pfizer/BioNTech,Lombardia,60-69,67.0
86675,2021-07-11,Pfizer/BioNTech,Lombardia,70-79,45.0
86676,2021-07-11,Pfizer/BioNTech,Lombardia,80-89,15.0
86677,2021-07-11,Pfizer/BioNTech,Lombardia,90+,6.0
86832,2021-07-11,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
86833,2021-07-11,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
86834,2021-07-11,Vaxzevria (AstraZeneca),Lombardia,50-59,0.0
86835,2021-07-11,Vaxzevria (AstraZeneca),Lombardia,60-69,54.0
86836,2021-07-11,Vaxzevria (AstraZeneca),Lombardia,70-79,22.0
86837,2021-07-11,Vaxzevria (AstraZeneca),Lombardia,80-89,2.0
86838,2021-07-11,Vaxzevria (AstraZeneca),Lombardia,90+,0.0
86922,2021-07-12,Janssen,Lombardia,12-19,2.0
86923,2021-07-12,Janssen,Lombardia,20-29,8.0
86924,2021-07-12,Janssen,Lombardia,30-39,14.0
86925,2021-07-12,Janssen,Lombardia,40-49,22.0
86926,2021-07-12,Janssen,Lombardia,50-59,16.0
86927,2021-07-12,Janssen,Lombardia,60-69,275.0
86928,2021-07-12,Janssen,Lombardia,70-79,136.0
86929,2021-07-12,Janssen,Lombardia,80-89,34.0
86930,2021-07-12,Janssen,Lombardia,90+,4.0
87046,2021-07-12,Moderna,Lombardia,12-19,640.0
87047,2021-07-12,Moderna,Lombardia,20-29,4005.0
87048,2021-07-12,Moderna,Lombardia,30-39,2125.0
87049,2021-07-12,Moderna,Lombardia,40-49,1573.0
87050,2021-07-12,Moderna,Lombardia,50-59,829.0
87051,2021-07-12,Moderna,Lombardia,60-69,171.0
87052,2021-07-12,Moderna,Lombardia,70-79,70.0
87053,2021-07-12,Moderna,Lombardia,80-89,34.0
87054,2021-07-12,Moderna,Lombardia,90+,9.0
87227,2021-07-12,Pfizer/BioNTech,Lombardia,12-19,2902.0
87228,2021-07-12,Pfizer/BioNTech,Lombardia,20-29,677.0
87229,2021-07-12,Pfizer/BioNTech,Lombardia,30-39,415.0
87230,2021-07-12,Pfizer/BioNTech,Lombardia,40-49,327.0
87231,2021-07-12,Pfizer/BioNTech,Lombardia,50-59,210.0
87232,2021-07-12,Pfizer/BioNTech,Lombardia,60-69,76.0
87233,2021-07-12,Pfizer/BioNTech,Lombardia,70-79,51.0
87234,2021-07-12,Pfizer/BioNTech,Lombardia,80-89,42.0
87235,2021-07-12,Pfizer/BioNTech,Lombardia,90+,7.0
87396,2021-07-12,Vaxzevria (AstraZeneca),Lombardia,20-29,0.0
87397,2021-07-12,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
87398,2021-07-12,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
87399,2021-07-12,Vaxzevria (AstraZeneca),Lombardia,50-59,0.0
87400,2021-07-12,Vaxzevria (AstraZeneca),Lombardia,60-69,77.0
87401,2021-07-12,Vaxzevria (AstraZeneca),Lombardia,70-79,44.0
87402,2021-07-12,Vaxzevria (AstraZeneca),Lombardia,80-89,6.0
87403,2021-07-12,Vaxzevria (AstraZeneca),Lombardia,90+,2.0
87516,2021-07-13,Janssen,Lombardia,20-29,9.0
87517,2021-07-13,Janssen,Lombardia,30-39,15.0
87518,2021-07-13,Janssen,Lombardia,40-49,14.0
87519,2021-07-13,Janssen,Lombardia,50-59,15.0
87520,2021-07-13,Janssen,Lombardia,60-69,166.0
87521,2021-07-13,Janssen,Lombardia,70-79,80.0
87522,2021-07-13,Janssen,Lombardia,80-89,9.0
87523,2021-07-13,Janssen,Lombardia,90+,2.0
87650,2021-07-13,Moderna,Lombardia,12-19,669.0
87651,2021-07-13,Moderna,Lombardia,20-29,3811.0
87652,2021-07-13,Moderna,Lombardia,30-39,1903.0
87653,2021-07-13,Moderna,Lombardia,40-49,1386.0
87654,2021-07-13,Moderna,Lombardia,50-59,751.0
87655,2021-07-13,Moderna,Lombardia,60-69,175.0
87656,2021-07-13,Moderna,Lombardia,70-79,99.0
87657,2021-07-13,Moderna,Lombardia,80-89,32.0
87658,2021-07-13,Moderna,Lombardia,90+,10.0
87825,2021-07-13,Pfizer/BioNTech,Lombardia,12-19,3044.0
87826,2021-07-13,Pfizer/BioNTech,Lombardia,20-29,1183.0
87827,2021-07-13,Pfizer/BioNTech,Lombardia,30-39,824.0
87828,2021-07-13,Pfizer/BioNTech,Lombardia,40-49,583.0
87829,2021-07-13,Pfizer/BioNTech,Lombardia,50-59,301.0
87830,2021-07-13,Pfizer/BioNTech,Lombardia,60-69,119.0
87831,2021-07-13,Pfizer/BioNTech,Lombardia,70-79,54.0
87832,2021-07-13,Pfizer/BioNTech,Lombardia,80-89,36.0
87833,2021-07-13,Pfizer/BioNTech,Lombardia,90+,16.0
88000,2021-07-13,Vaxzevria (AstraZeneca),Lombardia,20-29,0.0
88001,2021-07-13,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
88002,2021-07-13,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
88003,2021-07-13,Vaxzevria (AstraZeneca),Lombardia,50-59,0.0
88004,2021-07-13,Vaxzevria (AstraZeneca),Lombardia,60-69,82.0
88005,2021-07-13,Vaxzevria (AstraZeneca),Lombardia,70-79,41.0
88006,2021-07-13,Vaxzevria (AstraZeneca),Lombardia,80-89,4.0
88007,2021-07-13,Vaxzevria (AstraZeneca),Lombardia,90+,0.0
88108,2021-07-14,Janssen,Lombardia,20-29,6.0
88109,2021-07-14,Janssen,Lombardia,30-39,4.0
88110,2021-07-14,Janssen,Lombardia,40-49,16.0
88111,2021-07-14,Janssen,Lombardia,50-59,20.0
88112,2021-07-14,Janssen,Lombardia,60-69,438.0
88113,2021-07-14,Janssen,Lombardia,70-79,197.0
88114,2021-07-14,Janssen,Lombardia,80-89,21.0
88115,2021-07-14,Janssen,Lombardia,90+,2.0
88246,2021-07-14,Moderna,Lombardia,12-19,616.0
88247,2021-07-14,Moderna,Lombardia,20-29,3580.0
88248,2021-07-14,Moderna,Lombardia,30-39,1739.0
88249,2021-07-14,Moderna,Lombardia,40-49,1310.0
88250,2021-07-14,Moderna,Lombardia,50-59,698.0
88251,2021-07-14,Moderna,Lombardia,60-69,163.0
88252,2021-07-14,Moderna,Lombardia,70-79,87.0
88253,2021-07-14,Moderna,Lombardia,80-89,42.0
88254,2021-07-14,Moderna,Lombardia,90+,14.0
88418,2021-07-14,Pfizer/BioNTech,Lombardia,12-19,2860.0
88419,2021-07-14,Pfizer/BioNTech,Lombardia,20-29,984.0
88420,2021-07-14,Pfizer/BioNTech,Lombardia,30-39,561.0
88421,2021-07-14,Pfizer/BioNTech,Lombardia,40-49,438.0
88422,2021-07-14,Pfizer/BioNTech,Lombardia,50-59,262.0
88423,2021-07-14,Pfizer/BioNTech,Lombardia,60-69,86.0
88424,2021-07-14,Pfizer/BioNTech,Lombardia,70-79,59.0
88425,2021-07-14,Pfizer/BioNTech,Lombardia,80-89,35.0
88426,2021-07-14,Pfizer/BioNTech,Lombardia,90+,6.0
88594,2021-07-14,Vaxzevria (AstraZeneca),Lombardia,20-29,0.0
88595,2021-07-14,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
88596,2021-07-14,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
88597,2021-07-14,Vaxzevria (AstraZeneca),Lombardia,50-59,0.0
88598,2021-07-14,Vaxzevria (AstraZeneca),Lombardia,60-69,77.0
88599,2021-07-14,Vaxzevria (AstraZeneca),Lombardia,70-79,27.0
88600,2021-07-14,Vaxzevria (AstraZeneca),Lombardia,80-89,8.0
88601,2021-07-14,Vaxzevria (AstraZeneca),Lombardia,90+,3.0
88702,2021-07-15,Janssen,Lombardia,20-29,5.0
88703,2021-07-15,Janssen,Lombardia,30-39,4.0
88704,2021-07-15,Janssen,Lombardia,40-49,5.0
88705,2021-07-15,Janssen,Lombardia,50-59,14.0
88706,2021-07-15,Janssen,Lombardia,60-69,152.0
88707,2021-07-15,Janssen,Lombardia,70-79,89.0
88708,2021-07-15,Janssen,Lombardia,80-89,10.0
88709,2021-07-15,Janssen,Lombardia,90+,3.0
88824,2021-07-15,Moderna,Lombardia,12-19,600.0
88825,2021-07-15,Moderna,Lombardia,20-29,3509.0
88826,2021-07-15,Moderna,Lombardia,30-39,1662.0
88827,2021-07-15,Moderna,Lombardia,40-49,1268.0
88828,2021-07-15,Moderna,Lombardia,50-59,685.0
88829,2021-07-15,Moderna,Lombardia,60-69,211.0
88830,2021-07-15,Moderna,Lombardia,70-79,97.0
88831,2021-07-15,Moderna,Lombardia,80-89,43.0
88832,2021-07-15,Moderna,Lombardia,90+,15.0
89008,2021-07-15,Pfizer/BioNTech,Lombardia,12-19,2642.0
89009,2021-07-15,Pfizer/BioNTech,Lombardia,20-29,845.0
89010,2021-07-15,Pfizer/BioNTech,Lombardia,30-39,468.0
89011,2021-07-15,Pfizer/BioNTech,Lombardia,40-49,434.0
89012,2021-07-15,Pfizer/BioNTech,Lombardia,50-59,244.0
89013,2021-07-15,Pfizer/BioNTech,Lombardia,60-69,131.0
89014,2021-07-15,Pfizer/BioNTech,Lombardia,70-79,56.0
89015,2021-07-15,Pfizer/BioNTech,Lombardia,80-89,50.0
89016,2021-07-15,Pfizer/BioNTech,Lombardia,90+,20.0
89182,2021-07-15,Vaxzevria (AstraZeneca),Lombardia,20-29,0.0
89183,2021-07-15,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
89184,2021-07-15,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
89185,2021-07-15,Vaxzevria (AstraZeneca),Lombardia,50-59,0.0
89186,2021-07-15,Vaxzevria (AstraZeneca),Lombardia,60-69,74.0
89187,2021-07-15,Vaxzevria (AstraZeneca),Lombardia,70-79,27.0
89188,2021-07-15,Vaxzevria (AstraZeneca),Lombardia,80-89,4.0
89189,2021-07-15,Vaxzevria (AstraZeneca),Lombardia,90+,0.0
89293,2021-07-16,Janssen,Lombardia,20-29,2.0
89294,2021-07-16,Janssen,Lombardia,30-39,2.0
89295,2021-07-16,Janssen,Lombardia,40-49,1.0
89296,2021-07-16,Janssen,Lombardia,50-59,8.0
89297,2021-07-16,Janssen,Lombardia,60-69,117.0
89298,2021-07-16,Janssen,Lombardia,70-79,67.0
89299,2021-07-16,Janssen,Lombardia,80-89,10.0
89300,2021-07-16,Janssen,Lombardia,90+,1.0
89421,2021-07-16,Moderna,Lombardia,12-19,458.0
89422,2021-07-16,Moderna,Lombardia,20-29,2718.0
89423,2021-07-16,Moderna,Lombardia,30-39,1171.0
89424,2021-07-16,Moderna,Lombardia,40-49,972.0
89425,2021-07-16,Moderna,Lombardia,50-59,538.0
89426,2021-07-16,Moderna,Lombardia,60-69,138.0
89427,2021-07-16,Moderna,Lombardia,70-79,91.0
89428,2021-07-16,Moderna,Lombardia,80-89,26.0
89429,2021-07-16,Moderna,Lombardia,90+,13.0
89603,2021-07-16,Pfizer/BioNTech,Lombardia,12-19,2172.0
89604,2021-07-16,Pfizer/BioNTech,Lombardia,20-29,1104.0
89605,2021-07-16,Pfizer/BioNTech,Lombardia,30-39,542.0
89606,2021-07-16,Pfizer/BioNTech,Lombardia,40-49,414.0
89607,2021-07-16,Pfizer/BioNTech,Lombardia,50-59,274.0
89608,2021-07-16,Pfizer/BioNTech,Lombardia,60-69,105.0
89609,2021-07-16,Pfizer/BioNTech,Lombardia,70-79,52.0
89610,2021-07-16,Pfizer/BioNTech,Lombardia,80-89,42.0
89611,2021-07-16,Pfizer/BioNTech,Lombardia,90+,13.0
89778,2021-07-16,Vaxzevria (AstraZeneca),Lombardia,20-29,0.0
89779,2021-07-16,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
89780,2021-07-16,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
89781,2021-07-16,Vaxzevria (AstraZeneca),Lombardia,50-59,0.0
89782,2021-07-16,Vaxzevria (AstraZeneca),Lombardia,60-69,61.0
89783,2021-07-16,Vaxzevria (AstraZeneca),Lombardia,70-79,22.0
89784,2021-07-16,Vaxzevria (AstraZeneca),Lombardia,80-89,2.0
89785,2021-07-16,Vaxzevria (AstraZeneca),Lombardia,90+,0.0
89886,2021-07-17,Janssen,Lombardia,20-29,2.0
89887,2021-07-17,Janssen,Lombardia,30-39,4.0
89888,2021-07-17,Janssen,Lombardia,40-49,9.0
89889,2021-07-17,Janssen,Lombardia,50-59,9.0
89890,2021-07-17,Janssen,Lombardia,60-69,133.0
89891,2021-07-17,Janssen,Lombardia,70-79,40.0
89892,2021-07-17,Janssen,Lombardia,80-89,6.0
89893,2021-07-17,Janssen,Lombardia,90+,1.0
90015,2021-07-17,Moderna,Lombardia,12-19,437.0
90016,2021-07-17,Moderna,Lombardia,20-29,3064.0
90017,2021-07-17,Moderna,Lombardia,30-39,1358.0
90018,2021-07-17,Moderna,Lombardia,40-49,1083.0
90019,2021-07-17,Moderna,Lombardia,50-59,563.0
90020,2021-07-17,Moderna,Lombardia,60-69,129.0
90021,2021-07-17,Moderna,Lombardia,70-79,48.0
90022,2021-07-17,Moderna,Lombardia,80-89,15.0
90023,2021-07-17,Moderna,Lombardia,90+,1.0
90194,2021-07-17,Pfizer/BioNTech,Lombardia,12-19,2173.0
90195,2021-07-17,Pfizer/BioNTech,Lombardia,20-29,430.0
90196,2021-07-17,Pfizer/BioNTech,Lombardia,30-39,240.0
90197,2021-07-17,Pfizer/BioNTech,Lombardia,40-49,183.0
90198,2021-07-17,Pfizer/BioNTech,Lombardia,50-59,102.0
90199,2021-07-17,Pfizer/BioNTech,Lombardia,60-69,49.0
90200,2021-07-17,Pfizer/BioNTech,Lombardia,70-79,25.0
90201,2021-07-17,Pfizer/BioNTech,Lombardia,80-89,15.0
90202,2021-07-17,Pfizer/BioNTech,Lombardia,90+,3.0
90363,2021-07-17,Vaxzevria (AstraZeneca),Lombardia,20-29,0.0
90364,2021-07-17,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
90365,2021-07-17,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
90366,2021-07-17,Vaxzevria (AstraZeneca),Lombardia,50-59,1.0
90367,2021-07-17,Vaxzevria (AstraZeneca),Lombardia,60-69,62.0
90368,2021-07-17,Vaxzevria (AstraZeneca),Lombardia,70-79,25.0
90369,2021-07-17,Vaxzevria (AstraZeneca),Lombardia,80-89,5.0
90370,2021-07-17,Vaxzevria (AstraZeneca),Lombardia,90+,0.0
90457,2021-07-18,Janssen,Lombardia,30-39,9.0
90458,2021-07-18,Janssen,Lombardia,40-49,8.0
90459,2021-07-18,Janssen,Lombardia,50-59,4.0
90460,2021-07-18,Janssen,Lombardia,60-69,129.0
90461,2021-07-18,Janssen,Lombardia,70-79,48.0
90462,2021-07-18,Janssen,Lombardia,80-89,8.0
90463,2021-07-18,Janssen,Lombardia,90+,1.0
90568,2021-07-18,Moderna,Lombardia,12-19,396.0
90569,2021-07-18,Moderna,Lombardia,20-29,2277.0
90570,2021-07-18,Moderna,Lombardia,30-39,997.0
90571,2021-07-18,Moderna,Lombardia,40-49,714.0
90572,2021-07-18,Moderna,Lombardia,50-59,369.0
90573,2021-07-18,Moderna,Lombardia,60-69,102.0
90574,2021-07-18,Moderna,Lombardia,70-79,31.0
90575,2021-07-18,Moderna,Lombardia,80-89,14.0
90576,2021-07-18,Moderna,Lombardia,90+,3.0
90730,2021-07-18,Pfizer/BioNTech,Lombardia,12-19,2071.0
90731,2021-07-18,Pfizer/BioNTech,Lombardia,20-29,603.0
90732,2021-07-18,Pfizer/BioNTech,Lombardia,30-39,298.0
90733,2021-07-18,Pfizer/BioNTech,Lombardia,40-49,192.0
90734,2021-07-18,Pfizer/BioNTech,Lombardia,50-59,120.0
90735,2021-07-18,Pfizer/BioNTech,Lombardia,60-69,39.0
90736,2021-07-18,Pfizer/BioNTech,Lombardia,70-79,29.0
90737,2021-07-18,Pfizer/BioNTech,Lombardia,80-89,6.0
90738,2021-07-18,Pfizer/BioNTech,Lombardia,90+,1.0
90893,2021-07-18,Vaxzevria (AstraZeneca),Lombardia,12-19,0.0
90894,2021-07-18,Vaxzevria (AstraZeneca),Lombardia,20-29,0.0
90895,2021-07-18,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
90896,2021-07-18,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
90897,2021-07-18,Vaxzevria (AstraZeneca),Lombardia,50-59,0.0
90898,2021-07-18,Vaxzevria (AstraZeneca),Lombardia,60-69,40.0
90899,2021-07-18,Vaxzevria (AstraZeneca),Lombardia,70-79,15.0
90900,2021-07-18,Vaxzevria (AstraZeneca),Lombardia,80-89,4.0
90901,2021-07-18,Vaxzevria (AstraZeneca),Lombardia,90+,0.0
90997,2021-07-19,Janssen,Lombardia,20-29,6.0
90998,2021-07-19,Janssen,Lombardia,30-39,6.0
90999,2021-07-19,Janssen,Lombardia,40-49,3.0
91000,2021-07-19,Janssen,Lombardia,50-59,13.0
91001,2021-07-19,Janssen,Lombardia,60-69,178.0
91002,2021-07-19,Janssen,Lombardia,70-79,112.0
91003,2021-07-19,Janssen,Lombardia,80-89,14.0
91004,2021-07-19,Janssen,Lombardia,90+,2.0
91124,2021-07-19,Moderna,Lombardia,12-19,457.0
91125,2021-07-19,Moderna,Lombardia,20-29,2853.0
91126,2021-07-19,Moderna,Lombardia,30-39,1696.0
91127,2021-07-19,Moderna,Lombardia,40-49,1395.0
91128,2021-07-19,Moderna,Lombardia,50-59,805.0
91129,2021-07-19,Moderna,Lombardia,60-69,172.0
91130,2021-07-19,Moderna,Lombardia,70-79,60.0
91131,2021-07-19,Moderna,Lombardia,80-89,21.0
91132,2021-07-19,Moderna,Lombardia,90+,6.0
91298,2021-07-19,Pfizer/BioNTech,Lombardia,12-19,1897.0
91299,2021-07-19,Pfizer/BioNTech,Lombardia,20-29,288.0
91300,2021-07-19,Pfizer/BioNTech,Lombardia,30-39,196.0
91301,2021-07-19,Pfizer/BioNTech,Lombardia,40-49,184.0
91302,2021-07-19,Pfizer/BioNTech,Lombardia,50-59,132.0
91303,2021-07-19,Pfizer/BioNTech,Lombardia,60-69,61.0
91304,2021-07-19,Pfizer/BioNTech,Lombardia,70-79,47.0
91305,2021-07-19,Pfizer/BioNTech,Lombardia,80-89,29.0
91306,2021-07-19,Pfizer/BioNTech,Lombardia,90+,11.0
91472,2021-07-19,Vaxzevria (AstraZeneca),Lombardia,20-29,0.0
91473,2021-07-19,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
91474,2021-07-19,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
91475,2021-07-19,Vaxzevria (AstraZeneca),Lombardia,50-59,1.0
91476,2021-07-19,Vaxzevria (AstraZeneca),Lombardia,60-69,97.0
91477,2021-07-19,Vaxzevria (AstraZeneca),Lombardia,70-79,55.0
91478,2021-07-19,Vaxzevria (AstraZeneca),Lombardia,80-89,3.0
91479,2021-07-19,Vaxzevria (AstraZeneca),Lombardia,90+,2.0
91589,2021-07-20,Janssen,Lombardia,20-29,3.0
91590,2021-07-20,Janssen,Lombardia,30-39,2.0
91591,2021-07-20,Janssen,Lombardia,40-49,13.0
91592,2021-07-20,Janssen,Lombardia,50-59,14.0
91593,2021-07-20,Janssen,Lombardia,60-69,195.0
91594,2021-07-20,Janssen,Lombardia,70-79,100.0
91595,2021-07-20,Janssen,Lombardia,80-89,21.0
91596,2021-07-20,Janssen,Lombardia,90+,2.0
91717,2021-07-20,Moderna,Lombardia,12-19,299.0
91718,2021-07-20,Moderna,Lombardia,20-29,1808.0
91719,2021-07-20,Moderna,Lombardia,30-39,1064.0
91720,2021-07-20,Moderna,Lombardia,40-49,828.0
91721,2021-07-20,Moderna,Lombardia,50-59,464.0
91722,2021-07-20,Moderna,Lombardia,60-69,123.0
91723,2021-07-20,Moderna,Lombardia,70-79,77.0
91724,2021-07-20,Moderna,Lombardia,80-89,37.0
91725,2021-07-20,Moderna,Lombardia,90+,27.0
91902,2021-07-20,Pfizer/BioNTech,Lombardia,12-19,1207.0
91903,2021-07-20,Pfizer/BioNTech,Lombardia,20-29,142.0
91904,2021-07-20,Pfizer/BioNTech,Lombardia,30-39,103.0
91905,2021-07-20,Pfizer/BioNTech,Lombardia,40-49,106.0
91906,2021-07-20,Pfizer/BioNTech,Lombardia,50-59,74.0
91907,2021-07-20,Pfizer/BioNTech,Lombardia,60-69,56.0
91908,2021-07-20,Pfizer/BioNTech,Lombardia,70-79,40.0
91909,2021-07-20,Pfizer/BioNTech,Lombardia,80-89,31.0
91910,2021-07-20,Pfizer/BioNTech,Lombardia,90+,11.0
92076,2021-07-20,Vaxzevria (AstraZeneca),Lombardia,20-29,0.0
92077,2021-07-20,Vaxzevria (AstraZeneca),Lombardia,30-39,0.0
92078,2021-07-20,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
92079,2021-07-20,Vaxzevria (AstraZeneca),Lombardia,50-59,0.0
92080,2021-07-20,Vaxzevria (AstraZeneca),Lombardia,60-69,41.0
92081,2021-07-20,Vaxzevria (AstraZeneca),Lombardia,70-79,24.0
