Unnamed: 0,prename,week_end,sex,age,rV
609,British Columbia,2022-06-13,All sexes,40–49,0.0002161083578988
610,British Columbia,2022-06-13,All sexes,50–59,0.0
611,British Columbia,2022-06-13,All sexes,60–69,0.0002648689717123
612,British Columbia,2022-06-13,All sexes,70–79,0.0006117914772877
613,British Columbia,2022-06-13,All sexes,80+,0.0017151973534269
604,British Columbia,2022-06-14,All sexes,00–04,0.0
605,British Columbia,2022-06-14,All sexes,05–11,0.0
606,British Columbia,2022-06-14,All sexes,12–17,0.0
607,British Columbia,2022-06-14,All sexes,18–29,0.0
608,British Columbia,2022-06-14,All sexes,30–39,0.0002070944701508
609,British Columbia,2022-06-14,All sexes,40–49,0.0002161083578988
610,British Columbia,2022-06-14,All sexes,50–59,0.0
611,British Columbia,2022-06-14,All sexes,60–69,0.0002648689717123
612,British Columbia,2022-06-14,All sexes,70–79,0.0006117914772877
613,British Columbia,2022-06-14,All sexes,80+,0.0017151973534269
604,British Columbia,2022-06-15,All sexes,00–04,0.0
605,British Columbia,2022-06-15,All sexes,05–11,0.0
606,British Columbia,2022-06-15,All sexes,12–17,0.0
607,British Columbia,2022-06-15,All sexes,18–29,0.0
608,British Columbia,2022-06-15,All sexes,30–39,0.0002070944701508
609,British Columbia,2022-06-15,All sexes,40–49,0.0002161083578988
610,British Columbia,2022-06-15,All sexes,50–59,0.0
611,British Columbia,2022-06-15,All sexes,60–69,0.0002648689717123
612,British Columbia,2022-06-15,All sexes,70–79,0.0006117914772877
613,British Columbia,2022-06-15,All sexes,80+,0.0017151973534269
604,British Columbia,2022-06-16,All sexes,00–04,0.0
605,British Columbia,2022-06-16,All sexes,05–11,0.0
606,British Columbia,2022-06-16,All sexes,12–17,0.0
607,British Columbia,2022-06-16,All sexes,18–29,0.0
608,British Columbia,2022-06-16,All sexes,30–39,0.0002070944701508
609,British Columbia,2022-06-16,All sexes,40–49,0.0002161083578988
610,British Columbia,2022-06-16,All sexes,50–59,0.0
611,British Columbia,2022-06-16,All sexes,60–69,0.0002648689717123
612,British Columbia,2022-06-16,All sexes,70–79,0.0006117914772877
613,British Columbia,2022-06-16,All sexes,80+,0.0017151973534269
604,British Columbia,2022-06-17,All sexes,00–04,0.0
605,British Columbia,2022-06-17,All sexes,05–11,0.0
606,British Columbia,2022-06-17,All sexes,12–17,0.0
607,British Columbia,2022-06-17,All sexes,18–29,0.0
608,British Columbia,2022-06-17,All sexes,30–39,0.0002070944701508
609,British Columbia,2022-06-17,All sexes,40–49,0.0002161083578988
610,British Columbia,2022-06-17,All sexes,50–59,0.0
611,British Columbia,2022-06-17,All sexes,60–69,0.0002648689717123
612,British Columbia,2022-06-17,All sexes,70–79,0.0006117914772877
613,British Columbia,2022-06-17,All sexes,80+,0.0017151973534269
604,British Columbia,2022-06-18,All sexes,00–04,0.0
605,British Columbia,2022-06-18,All sexes,05–11,0.0
606,British Columbia,2022-06-18,All sexes,12–17,0.0
607,British Columbia,2022-06-18,All sexes,18–29,0.0
608,British Columbia,2022-06-18,All sexes,30–39,0.0002070944701508
609,British Columbia,2022-06-18,All sexes,40–49,0.0002161083578988
610,British Columbia,2022-06-18,All sexes,50–59,0.0
611,British Columbia,2022-06-18,All sexes,60–69,0.0002648689717123
612,British Columbia,2022-06-18,All sexes,70–79,0.0006117914772877
613,British Columbia,2022-06-18,All sexes,80+,0.0017151973534269
604,British Columbia,2022-06-19,All sexes,00–04,0.0
605,British Columbia,2022-06-19,All sexes,05–11,0.0
606,British Columbia,2022-06-19,All sexes,12–17,0.0
607,British Columbia,2022-06-19,All sexes,18–29,0.0
608,British Columbia,2022-06-19,All sexes,30–39,0.0002070944701508
609,British Columbia,2022-06-19,All sexes,40–49,0.0002161083578988
610,British Columbia,2022-06-19,All sexes,50–59,0.0
611,British Columbia,2022-06-19,All sexes,60–69,0.0002648689717123
612,British Columbia,2022-06-19,All sexes,70–79,0.0006117914772877
613,British Columbia,2022-06-19,All sexes,80+,0.0017151973534269
614,British Columbia,2022-07-11,All sexes,00–04,0.0
615,British Columbia,2022-07-11,All sexes,05–11,0.0
616,British Columbia,2022-07-11,All sexes,12–17,0.0
617,British Columbia,2022-07-11,All sexes,18–29,0.0
618,British Columbia,2022-07-11,All sexes,30–39,0.0001761045270368
619,British Columbia,2022-07-11,All sexes,40–49,0.0001890677725761
620,British Columbia,2022-07-11,All sexes,50–59,0.0
621,British Columbia,2022-07-11,All sexes,60–69,0.0002732641847618
622,British Columbia,2022-07-11,All sexes,70–79,0.00061238115582
623,British Columbia,2022-07-11,All sexes,80+,0.0017689021629276
614,British Columbia,2022-07-12,All sexes,00–04,0.0
615,British Columbia,2022-07-12,All sexes,05–11,0.0
616,British Columbia,2022-07-12,All sexes,12–17,0.0
617,British Columbia,2022-07-12,All sexes,18–29,0.0
618,British Columbia,2022-07-12,All sexes,30–39,0.0001761045270368
619,British Columbia,2022-07-12,All sexes,40–49,0.0001890677725761
620,British Columbia,2022-07-12,All sexes,50–59,0.0
621,British Columbia,2022-07-12,All sexes,60–69,0.0002732641847618
622,British Columbia,2022-07-12,All sexes,70–79,0.00061238115582
623,British Columbia,2022-07-12,All sexes,80+,0.0017689021629276
614,British Columbia,2022-07-13,All sexes,00–04,0.0
615,British Columbia,2022-07-13,All sexes,05–11,0.0
616,British Columbia,2022-07-13,All sexes,12–17,0.0
617,British Columbia,2022-07-13,All sexes,18–29,0.0
618,British Columbia,2022-07-13,All sexes,30–39,0.0001761045270368
619,British Columbia,2022-07-13,All sexes,40–49,0.0001890677725761
620,British Columbia,2022-07-13,All sexes,50–59,0.0
621,British Columbia,2022-07-13,All sexes,60–69,0.0002732641847618
622,British Columbia,2022-07-13,All sexes,70–79,0.00061238115582
623,British Columbia,2022-07-13,All sexes,80+,0.0017689021629276
614,British Columbia,2022-07-14,All sexes,00–04,0.0
615,British Columbia,2022-07-14,All sexes,05–11,0.0
616,British Columbia,2022-07-14,All sexes,12–17,0.0
617,British Columbia,2022-07-14,All sexes,18–29,0.0
618,British Columbia,2022-07-14,All sexes,30–39,0.0001761045270368
619,British Columbia,2022-07-14,All sexes,40–49,0.0001890677725761
620,British Columbia,2022-07-14,All sexes,50–59,0.0
621,British Columbia,2022-07-14,All sexes,60–69,0.0002732641847618
622,British Columbia,2022-07-14,All sexes,70–79,0.00061238115582
623,British Columbia,2022-07-14,All sexes,80+,0.0017689021629276
614,British Columbia,2022-07-15,All sexes,00–04,0.0
615,British Columbia,2022-07-15,All sexes,05–11,0.0
616,British Columbia,2022-07-15,All sexes,12–17,0.0
617,British Columbia,2022-07-15,All sexes,18–29,0.0
618,British Columbia,2022-07-15,All sexes,30–39,0.0001761045270368
619,British Columbia,2022-07-15,All sexes,40–49,0.0001890677725761
620,British Columbia,2022-07-15,All sexes,50–59,0.0
621,British Columbia,2022-07-15,All sexes,60–69,0.0002732641847618
622,British Columbia,2022-07-15,All sexes,70–79,0.00061238115582
623,British Columbia,2022-07-15,All sexes,80+,0.0017689021629276
614,British Columbia,2022-07-16,All sexes,00–04,0.0
615,British Columbia,2022-07-16,All sexes,05–11,0.0
616,British Columbia,2022-07-16,All sexes,12–17,0.0
617,British Columbia,2022-07-16,All sexes,18–29,0.0
618,British Columbia,2022-07-16,All sexes,30–39,0.0001761045270368
619,British Columbia,2022-07-16,All sexes,40–49,0.0001890677725761
620,British Columbia,2022-07-16,All sexes,50–59,0.0
621,British Columbia,2022-07-16,All sexes,60–69,0.0002732641847618
622,British Columbia,2022-07-16,All sexes,70–79,0.00061238115582
623,British Columbia,2022-07-16,All sexes,80+,0.0017689021629276
614,British Columbia,2022-07-17,All sexes,00–04,0.0
615,British Columbia,2022-07-17,All sexes,05–11,0.0
616,British Columbia,2022-07-17,All sexes,12–17,0.0
617,British Columbia,2022-07-17,All sexes,18–29,0.0
618,British Columbia,2022-07-17,All sexes,30–39,0.0001761045270368
619,British Columbia,2022-07-17,All sexes,40–49,0.0001890677725761
620,British Columbia,2022-07-17,All sexes,50–59,0.0
621,British Columbia,2022-07-17,All sexes,60–69,0.0002732641847618
622,British Columbia,2022-07-17,All sexes,70–79,0.00061238115582
623,British Columbia,2022-07-17,All sexes,80+,0.0017689021629276
624,British Columbia,2022-08-08,All sexes,00–04,0.0059148585097124
625,British Columbia,2022-08-08,All sexes,05–11,0.0
626,British Columbia,2022-08-08,All sexes,12–17,0.0
627,British Columbia,2022-08-08,All sexes,18–29,0.0
628,British Columbia,2022-08-08,All sexes,30–39,0.0004123332550852
629,British Columbia,2022-08-08,All sexes,40–49,0.0007331243492683
630,British Columbia,2022-08-08,All sexes,50–59,0.0
631,British Columbia,2022-08-08,All sexes,60–69,0.0009635605777585
632,British Columbia,2022-08-08,All sexes,70–79,0.0022163067637454
633,British Columbia,2022-08-08,All sexes,80+,0.0059525068230282
624,British Columbia,2022-08-09,All sexes,00–04,0.0059148585097124
625,British Columbia,2022-08-09,All sexes,05–11,0.0
626,British Columbia,2022-08-09,All sexes,12–17,0.0
627,British Columbia,2022-08-09,All sexes,18–29,0.0
628,British Columbia,2022-08-09,All sexes,30–39,0.0004123332550852
629,British Columbia,2022-08-09,All sexes,40–49,0.0007331243492683
630,British Columbia,2022-08-09,All sexes,50–59,0.0
631,British Columbia,2022-08-09,All sexes,60–69,0.0009635605777585
632,British Columbia,2022-08-09,All sexes,70–79,0.0022163067637454
633,British Columbia,2022-08-09,All sexes,80+,0.0059525068230282
624,British Columbia,2022-08-10,All sexes,00–04,0.0059148585097124
625,British Columbia,2022-08-10,All sexes,05–11,0.0
626,British Columbia,2022-08-10,All sexes,12–17,0.0
627,British Columbia,2022-08-10,All sexes,18–29,0.0
628,British Columbia,2022-08-10,All sexes,30–39,0.0004123332550852
629,British Columbia,2022-08-10,All sexes,40–49,0.0007331243492683
630,British Columbia,2022-08-10,All sexes,50–59,0.0
631,British Columbia,2022-08-10,All sexes,60–69,0.0009635605777585
632,British Columbia,2022-08-10,All sexes,70–79,0.0022163067637454
633,British Columbia,2022-08-10,All sexes,80+,0.0059525068230282
624,British Columbia,2022-08-11,All sexes,00–04,0.0059148585097124
625,British Columbia,2022-08-11,All sexes,05–11,0.0
626,British Columbia,2022-08-11,All sexes,12–17,0.0
627,British Columbia,2022-08-11,All sexes,18–29,0.0
628,British Columbia,2022-08-11,All sexes,30–39,0.0004123332550852
629,British Columbia,2022-08-11,All sexes,40–49,0.0007331243492683
630,British Columbia,2022-08-11,All sexes,50–59,0.0
631,British Columbia,2022-08-11,All sexes,60–69,0.0009635605777585
632,British Columbia,2022-08-11,All sexes,70–79,0.0022163067637454
633,British Columbia,2022-08-11,All sexes,80+,0.0059525068230282
624,British Columbia,2022-08-12,All sexes,00–04,0.0059148585097124
625,British Columbia,2022-08-12,All sexes,05–11,0.0
626,British Columbia,2022-08-12,All sexes,12–17,0.0
627,British Columbia,2022-08-12,All sexes,18–29,0.0
628,British Columbia,2022-08-12,All sexes,30–39,0.0004123332550852
629,British Columbia,2022-08-12,All sexes,40–49,0.0007331243492683
630,British Columbia,2022-08-12,All sexes,50–59,0.0
631,British Columbia,2022-08-12,All sexes,60–69,0.0009635605777585
632,British Columbia,2022-08-12,All sexes,70–79,0.0022163067637454
633,British Columbia,2022-08-12,All sexes,80+,0.0059525068230282
624,British Columbia,2022-08-13,All sexes,00–04,0.0059148585097124
625,British Columbia,2022-08-13,All sexes,05–11,0.0
626,British Columbia,2022-08-13,All sexes,12–17,0.0
627,British Columbia,2022-08-13,All sexes,18–29,0.0
628,British Columbia,2022-08-13,All sexes,30–39,0.0004123332550852
629,British Columbia,2022-08-13,All sexes,40–49,0.0007331243492683
630,British Columbia,2022-08-13,All sexes,50–59,0.0
631,British Columbia,2022-08-13,All sexes,60–69,0.0009635605777585
632,British Columbia,2022-08-13,All sexes,70–79,0.0022163067637454
633,British Columbia,2022-08-13,All sexes,80+,0.0059525068230282
624,British Columbia,2022-08-14,All sexes,00–04,0.0059148585097124
625,British Columbia,2022-08-14,All sexes,05–11,0.0
626,British Columbia,2022-08-14,All sexes,12–17,0.0
627,British Columbia,2022-08-14,All sexes,18–29,0.0
628,British Columbia,2022-08-14,All sexes,30–39,0.0004123332550852
629,British Columbia,2022-08-14,All sexes,40–49,0.0007331243492683
630,British Columbia,2022-08-14,All sexes,50–59,0.0
631,British Columbia,2022-08-14,All sexes,60–69,0.0009635605777585
632,British Columbia,2022-08-14,All sexes,70–79,0.0022163067637454
633,British Columbia,2022-08-14,All sexes,80+,0.0059525068230282
634,British Columbia,2022-09-05,All sexes,00–04,0.0056008342096436
635,British Columbia,2022-09-05,All sexes,05–11,0.0013517904203386
636,British Columbia,2022-09-05,All sexes,12–17,7.575189913018572e-05
637,British Columbia,2022-09-05,All sexes,18–29,7.754973075329999e-05
638,British Columbia,2022-09-05,All sexes,30–39,6.810364744207143e-05
639,British Columbia,2022-09-05,All sexes,40–49,4.888937826338572e-05
640,British Columbia,2022-09-05,All sexes,50–59,3.646097178877142e-05
641,British Columbia,2022-09-05,All sexes,60–69,4.617367177234286e-05
642,British Columbia,2022-09-05,All sexes,70–79,4.039297946428572e-05
643,British Columbia,2022-09-05,All sexes,80+,3.35655059379e-05
634,British Columbia,2022-09-06,All sexes,00–04,0.0056008342096436
635,British Columbia,2022-09-06,All sexes,05–11,0.0013517904203386
636,British Columbia,2022-09-06,All sexes,12–17,7.575189913018572e-05
637,British Columbia,2022-09-06,All sexes,18–29,7.754973075329999e-05
638,British Columbia,2022-09-06,All sexes,30–39,6.810364744207143e-05
639,British Columbia,2022-09-06,All sexes,40–49,4.888937826338572e-05
640,British Columbia,2022-09-06,All sexes,50–59,3.646097178877142e-05
641,British Columbia,2022-09-06,All sexes,60–69,4.617367177234286e-05
642,British Columbia,2022-09-06,All sexes,70–79,4.039297946428572e-05
643,British Columbia,2022-09-06,All sexes,80+,3.35655059379e-05
634,British Columbia,2022-09-07,All sexes,00–04,0.0056008342096436
635,British Columbia,2022-09-07,All sexes,05–11,0.0013517904203386
636,British Columbia,2022-09-07,All sexes,12–17,7.575189913018572e-05
637,British Columbia,2022-09-07,All sexes,18–29,7.754973075329999e-05
638,British Columbia,2022-09-07,All sexes,30–39,6.810364744207143e-05
639,British Columbia,2022-09-07,All sexes,40–49,4.888937826338572e-05
640,British Columbia,2022-09-07,All sexes,50–59,3.646097178877142e-05
641,British Columbia,2022-09-07,All sexes,60–69,4.617367177234286e-05
642,British Columbia,2022-09-07,All sexes,70–79,4.039297946428572e-05
643,British Columbia,2022-09-07,All sexes,80+,3.35655059379e-05
634,British Columbia,2022-09-08,All sexes,00–04,0.0056008342096436
635,British Columbia,2022-09-08,All sexes,05–11,0.0013517904203386
636,British Columbia,2022-09-08,All sexes,12–17,7.575189913018572e-05
637,British Columbia,2022-09-08,All sexes,18–29,7.754973075329999e-05
638,British Columbia,2022-09-08,All sexes,30–39,6.810364744207143e-05
639,British Columbia,2022-09-08,All sexes,40–49,4.888937826338572e-05
640,British Columbia,2022-09-08,All sexes,50–59,3.646097178877142e-05
641,British Columbia,2022-09-08,All sexes,60–69,4.617367177234286e-05
642,British Columbia,2022-09-08,All sexes,70–79,4.039297946428572e-05
643,British Columbia,2022-09-08,All sexes,80+,3.35655059379e-05
634,British Columbia,2022-09-09,All sexes,00–04,0.0056008342096436
635,British Columbia,2022-09-09,All sexes,05–11,0.0013517904203386
636,British Columbia,2022-09-09,All sexes,12–17,7.575189913018572e-05
637,British Columbia,2022-09-09,All sexes,18–29,7.754973075329999e-05
638,British Columbia,2022-09-09,All sexes,30–39,6.810364744207143e-05
639,British Columbia,2022-09-09,All sexes,40–49,4.888937826338572e-05
640,British Columbia,2022-09-09,All sexes,50–59,3.646097178877142e-05
641,British Columbia,2022-09-09,All sexes,60–69,4.617367177234286e-05
642,British Columbia,2022-09-09,All sexes,70–79,4.039297946428572e-05
643,British Columbia,2022-09-09,All sexes,80+,3.35655059379e-05
634,British Columbia,2022-09-10,All sexes,00–04,0.0056008342096436
635,British Columbia,2022-09-10,All sexes,05–11,0.0013517904203386
636,British Columbia,2022-09-10,All sexes,12–17,7.575189913018572e-05
637,British Columbia,2022-09-10,All sexes,18–29,7.754973075329999e-05
638,British Columbia,2022-09-10,All sexes,30–39,6.810364744207143e-05
639,British Columbia,2022-09-10,All sexes,40–49,4.888937826338572e-05
640,British Columbia,2022-09-10,All sexes,50–59,3.646097178877142e-05
641,British Columbia,2022-09-10,All sexes,60–69,4.617367177234286e-05
642,British Columbia,2022-09-10,All sexes,70–79,4.039297946428572e-05
643,British Columbia,2022-09-10,All sexes,80+,3.35655059379e-05
634,British Columbia,2022-09-11,All sexes,00–04,0.0056008342096436
635,British Columbia,2022-09-11,All sexes,05–11,0.0013517904203386
636,British Columbia,2022-09-11,All sexes,12–17,7.575189913018572e-05
637,British Columbia,2022-09-11,All sexes,18–29,7.754973075329999e-05
638,British Columbia,2022-09-11,All sexes,30–39,6.810364744207143e-05
639,British Columbia,2022-09-11,All sexes,40–49,4.888937826338572e-05
640,British Columbia,2022-09-11,All sexes,50–59,3.646097178877142e-05
641,British Columbia,2022-09-11,All sexes,60–69,4.617367177234286e-05
642,British Columbia,2022-09-11,All sexes,70–79,4.039297946428572e-05
643,British Columbia,2022-09-11,All sexes,80+,3.35655059379e-05
644,British Columbia,2022-10-03,All sexes,00–04,0.0023127040135326
645,British Columbia,2022-10-03,All sexes,05–11,0.0011386212654569
646,British Columbia,2022-10-03,All sexes,12–17,0.0001780306365839
647,British Columbia,2022-10-03,All sexes,18–29,0.0001922835631754
648,British Columbia,2022-10-03,All sexes,30–39,0.0
649,British Columbia,2022-10-03,All sexes,40–49,0.0
650,British Columbia,2022-10-03,All sexes,50–59,9.655028283732858e-05
651,British Columbia,2022-10-03,All sexes,60–69,0.0
652,British Columbia,2022-10-03,All sexes,70–79,0.0
653,British Columbia,2022-10-03,All sexes,80+,0.0
644,British Columbia,2022-10-04,All sexes,00–04,0.0023127040135326
645,British Columbia,2022-10-04,All sexes,05–11,0.0011386212654569
646,British Columbia,2022-10-04,All sexes,12–17,0.0001780306365839
647,British Columbia,2022-10-04,All sexes,18–29,0.0001922835631754
648,British Columbia,2022-10-04,All sexes,30–39,0.0
649,British Columbia,2022-10-04,All sexes,40–49,0.0
650,British Columbia,2022-10-04,All sexes,50–59,9.655028283732858e-05
651,British Columbia,2022-10-04,All sexes,60–69,0.0
652,British Columbia,2022-10-04,All sexes,70–79,0.0
653,British Columbia,2022-10-04,All sexes,80+,0.0
644,British Columbia,2022-10-05,All sexes,00–04,0.0023127040135326
645,British Columbia,2022-10-05,All sexes,05–11,0.0011386212654569
646,British Columbia,2022-10-05,All sexes,12–17,0.0001780306365839
647,British Columbia,2022-10-05,All sexes,18–29,0.0001922835631754
648,British Columbia,2022-10-05,All sexes,30–39,0.0
649,British Columbia,2022-10-05,All sexes,40–49,0.0
650,British Columbia,2022-10-05,All sexes,50–59,9.655028283732858e-05
651,British Columbia,2022-10-05,All sexes,60–69,0.0
652,British Columbia,2022-10-05,All sexes,70–79,0.0
653,British Columbia,2022-10-05,All sexes,80+,0.0
644,British Columbia,2022-10-06,All sexes,00–04,0.0023127040135326
645,British Columbia,2022-10-06,All sexes,05–11,0.0011386212654569
646,British Columbia,2022-10-06,All sexes,12–17,0.0001780306365839
647,British Columbia,2022-10-06,All sexes,18–29,0.0001922835631754
648,British Columbia,2022-10-06,All sexes,30–39,0.0
649,British Columbia,2022-10-06,All sexes,40–49,0.0
650,British Columbia,2022-10-06,All sexes,50–59,9.655028283732858e-05
651,British Columbia,2022-10-06,All sexes,60–69,0.0
652,British Columbia,2022-10-06,All sexes,70–79,0.0
653,British Columbia,2022-10-06,All sexes,80+,0.0
644,British Columbia,2022-10-07,All sexes,00–04,0.0023127040135326
645,British Columbia,2022-10-07,All sexes,05–11,0.0011386212654569
646,British Columbia,2022-10-07,All sexes,12–17,0.0001780306365839
647,British Columbia,2022-10-07,All sexes,18–29,0.0001922835631754
648,British Columbia,2022-10-07,All sexes,30–39,0.0
649,British Columbia,2022-10-07,All sexes,40–49,0.0
650,British Columbia,2022-10-07,All sexes,50–59,9.655028283732858e-05
651,British Columbia,2022-10-07,All sexes,60–69,0.0
652,British Columbia,2022-10-07,All sexes,70–79,0.0
653,British Columbia,2022-10-07,All sexes,80+,0.0
644,British Columbia,2022-10-08,All sexes,00–04,0.0023127040135326
645,British Columbia,2022-10-08,All sexes,05–11,0.0011386212654569
646,British Columbia,2022-10-08,All sexes,12–17,0.0001780306365839
647,British Columbia,2022-10-08,All sexes,18–29,0.0001922835631754
648,British Columbia,2022-10-08,All sexes,30–39,0.0
649,British Columbia,2022-10-08,All sexes,40–49,0.0
650,British Columbia,2022-10-08,All sexes,50–59,9.655028283732858e-05
651,British Columbia,2022-10-08,All sexes,60–69,0.0
652,British Columbia,2022-10-08,All sexes,70–79,0.0
653,British Columbia,2022-10-08,All sexes,80+,0.0
644,British Columbia,2022-10-09,All sexes,00–04,0.0023127040135326
645,British Columbia,2022-10-09,All sexes,05–11,0.0011386212654569
646,British Columbia,2022-10-09,All sexes,12–17,0.0001780306365839
647,British Columbia,2022-10-09,All sexes,18–29,0.0001922835631754
648,British Columbia,2022-10-09,All sexes,30–39,0.0
649,British Columbia,2022-10-09,All sexes,40–49,0.0
650,British Columbia,2022-10-09,All sexes,50–59,9.655028283732858e-05
651,British Columbia,2022-10-09,All sexes,60–69,0.0
652,British Columbia,2022-10-09,All sexes,70–79,0.0
653,British Columbia,2022-10-09,All sexes,80+,0.0
654,British Columbia,2022-10-31,All sexes,00–04,0.0025556165983553
655,British Columbia,2022-10-31,All sexes,05–11,0.0
656,British Columbia,2022-10-31,All sexes,12–17,0.0
657,British Columbia,2022-10-31,All sexes,18–29,0.0
658,British Columbia,2022-10-31,All sexes,30–39,0.0001081864481164
659,British Columbia,2022-10-31,All sexes,40–49,0.0001321743810572
660,British Columbia,2022-10-31,All sexes,50–59,0.0
661,British Columbia,2022-10-31,All sexes,60–69,0.0002915237731445
662,British Columbia,2022-10-31,All sexes,70–79,0.0005519391062566
663,British Columbia,2022-10-31,All sexes,80+,0.001534614931481
654,British Columbia,2022-11-01,All sexes,00–04,0.0025556165983553
655,British Columbia,2022-11-01,All sexes,05–11,0.0
656,British Columbia,2022-11-01,All sexes,12–17,0.0
657,British Columbia,2022-11-01,All sexes,18–29,0.0
658,British Columbia,2022-11-01,All sexes,30–39,0.0001081864481164
659,British Columbia,2022-11-01,All sexes,40–49,0.0001321743810572
660,British Columbia,2022-11-01,All sexes,50–59,0.0
661,British Columbia,2022-11-01,All sexes,60–69,0.0002915237731445
662,British Columbia,2022-11-01,All sexes,70–79,0.0005519391062566
663,British Columbia,2022-11-01,All sexes,80+,0.001534614931481
654,British Columbia,2022-11-02,All sexes,00–04,0.0025556165983553
655,British Columbia,2022-11-02,All sexes,05–11,0.0
656,British Columbia,2022-11-02,All sexes,12–17,0.0
657,British Columbia,2022-11-02,All sexes,18–29,0.0
658,British Columbia,2022-11-02,All sexes,30–39,0.0001081864481164
659,British Columbia,2022-11-02,All sexes,40–49,0.0001321743810572
660,British Columbia,2022-11-02,All sexes,50–59,0.0
661,British Columbia,2022-11-02,All sexes,60–69,0.0002915237731445
662,British Columbia,2022-11-02,All sexes,70–79,0.0005519391062566
663,British Columbia,2022-11-02,All sexes,80+,0.001534614931481
654,British Columbia,2022-11-03,All sexes,00–04,0.0025556165983553
655,British Columbia,2022-11-03,All sexes,05–11,0.0
656,British Columbia,2022-11-03,All sexes,12–17,0.0
657,British Columbia,2022-11-03,All sexes,18–29,0.0
658,British Columbia,2022-11-03,All sexes,30–39,0.0001081864481164
659,British Columbia,2022-11-03,All sexes,40–49,0.0001321743810572
660,British Columbia,2022-11-03,All sexes,50–59,0.0
661,British Columbia,2022-11-03,All sexes,60–69,0.0002915237731445
662,British Columbia,2022-11-03,All sexes,70–79,0.0005519391062566
663,British Columbia,2022-11-03,All sexes,80+,0.001534614931481
654,British Columbia,2022-11-04,All sexes,00–04,0.0025556165983553
655,British Columbia,2022-11-04,All sexes,05–11,0.0
656,British Columbia,2022-11-04,All sexes,12–17,0.0
657,British Columbia,2022-11-04,All sexes,18–29,0.0
658,British Columbia,2022-11-04,All sexes,30–39,0.0001081864481164
659,British Columbia,2022-11-04,All sexes,40–49,0.0001321743810572
660,British Columbia,2022-11-04,All sexes,50–59,0.0
661,British Columbia,2022-11-04,All sexes,60–69,0.0002915237731445
662,British Columbia,2022-11-04,All sexes,70–79,0.0005519391062566
663,British Columbia,2022-11-04,All sexes,80+,0.001534614931481
654,British Columbia,2022-11-05,All sexes,00–04,0.0025556165983553
655,British Columbia,2022-11-05,All sexes,05–11,0.0
656,British Columbia,2022-11-05,All sexes,12–17,0.0
657,British Columbia,2022-11-05,All sexes,18–29,0.0
658,British Columbia,2022-11-05,All sexes,30–39,0.0001081864481164
659,British Columbia,2022-11-05,All sexes,40–49,0.0001321743810572
660,British Columbia,2022-11-05,All sexes,50–59,0.0
661,British Columbia,2022-11-05,All sexes,60–69,0.0002915237731445
662,British Columbia,2022-11-05,All sexes,70–79,0.0005519391062566
663,British Columbia,2022-11-05,All sexes,80+,0.001534614931481
654,British Columbia,2022-11-06,All sexes,00–04,0.0025556165983553
655,British Columbia,2022-11-06,All sexes,05–11,0.0
656,British Columbia,2022-11-06,All sexes,12–17,0.0
657,British Columbia,2022-11-06,All sexes,18–29,0.0
658,British Columbia,2022-11-06,All sexes,30–39,0.0001081864481164
659,British Columbia,2022-11-06,All sexes,40–49,0.0001321743810572
660,British Columbia,2022-11-06,All sexes,50–59,0.0
661,British Columbia,2022-11-06,All sexes,60–69,0.0002915237731445
662,British Columbia,2022-11-06,All sexes,70–79,0.0005519391062566
663,British Columbia,2022-11-06,All sexes,80+,0.001534614931481
664,British Columbia,2022-11-28,All sexes,00–04,0.0038620583757958
665,British Columbia,2022-11-28,All sexes,05–11,0.0
666,British Columbia,2022-11-28,All sexes,12–17,0.0
667,British Columbia,2022-11-28,All sexes,18–29,0.0001067800138833
668,British Columbia,2022-11-28,All sexes,30–39,0.0005361074590195
669,British Columbia,2022-11-28,All sexes,40–49,0.0004123148450001
670,British Columbia,2022-11-28,All sexes,50–59,0.0001472697352139
671,British Columbia,2022-11-28,All sexes,60–69,0.0005853562298777
672,British Columbia,2022-11-28,All sexes,70–79,0.0008473680509517
673,British Columbia,2022-11-28,All sexes,80+,0.001881682262879
664,British Columbia,2022-11-29,All sexes,00–04,0.0038620583757958
665,British Columbia,2022-11-29,All sexes,05–11,0.0
666,British Columbia,2022-11-29,All sexes,12–17,0.0
667,British Columbia,2022-11-29,All sexes,18–29,0.0001067800138833
668,British Columbia,2022-11-29,All sexes,30–39,0.0005361074590195
669,British Columbia,2022-11-29,All sexes,40–49,0.0004123148450001
670,British Columbia,2022-11-29,All sexes,50–59,0.0001472697352139
671,British Columbia,2022-11-29,All sexes,60–69,0.0005853562298777
672,British Columbia,2022-11-29,All sexes,70–79,0.0008473680509517
673,British Columbia,2022-11-29,All sexes,80+,0.001881682262879
664,British Columbia,2022-11-30,All sexes,00–04,0.0038620583757958
665,British Columbia,2022-11-30,All sexes,05–11,0.0
666,British Columbia,2022-11-30,All sexes,12–17,0.0
667,British Columbia,2022-11-30,All sexes,18–29,0.0001067800138833
668,British Columbia,2022-11-30,All sexes,30–39,0.0005361074590195
669,British Columbia,2022-11-30,All sexes,40–49,0.0004123148450001
670,British Columbia,2022-11-30,All sexes,50–59,0.0001472697352139
671,British Columbia,2022-11-30,All sexes,60–69,0.0005853562298777
672,British Columbia,2022-11-30,All sexes,70–79,0.0008473680509517
673,British Columbia,2022-11-30,All sexes,80+,0.001881682262879
664,British Columbia,2022-12-01,All sexes,00–04,0.0038620583757958
