data,agegroup,n
2021-08-17,1.0,29
2021-08-17,2.0,81637
2021-08-17,3.0,139615
2021-08-17,4.0,19504
2021-08-17,5.0,7088
2021-08-17,6.0,3348
2021-08-17,7.0,797
2021-08-17,8.0,186
2021-08-17,9.0,65
2021-08-17,10.0,10
2021-08-18,1.0,22
2021-08-18,2.0,69690
2021-08-18,3.0,102147
2021-08-18,4.0,16790
2021-08-18,5.0,6363
2021-08-18,6.0,3044
2021-08-18,7.0,701
2021-08-18,8.0,199
2021-08-18,9.0,64
2021-08-18,10.0,7
2021-08-19,1.0,18
2021-08-19,2.0,49875
2021-08-19,3.0,70540
2021-08-19,4.0,15054
2021-08-19,5.0,5830
2021-08-19,6.0,2813
2021-08-19,7.0,719
2021-08-19,8.0,156
2021-08-19,9.0,69
2021-08-19,10.0,14
2021-08-20,1.0,7
2021-08-20,2.0,37967
2021-08-20,3.0,58246
2021-08-20,4.0,14915
2021-08-20,5.0,5935
2021-08-20,6.0,2714
2021-08-20,7.0,714
2021-08-20,8.0,158
2021-08-20,9.0,51
2021-08-20,10.0,9
2021-08-21,1.0,4
2021-08-21,2.0,23604
2021-08-21,3.0,39305
2021-08-21,4.0,9445
2021-08-21,5.0,4287
2021-08-21,6.0,1943
2021-08-21,7.0,374
2021-08-21,8.0,75
2021-08-21,9.0,27
2021-08-21,10.0,9
2021-08-22,1.0,1
2021-08-22,2.0,2103
2021-08-22,3.0,2861
2021-08-22,4.0,1079
2021-08-22,5.0,557
2021-08-22,6.0,249
2021-08-22,7.0,50
2021-08-22,8.0,9
2021-08-22,9.0,3
2021-08-22,10.0,1
2021-08-23,1.0,18
2021-08-23,2.0,54627
2021-08-23,3.0,49682
2021-08-23,4.0,13498
2021-08-23,5.0,5444
2021-08-23,6.0,2542
2021-08-23,7.0,702
2021-08-23,8.0,180
2021-08-23,9.0,54
2021-08-23,10.0,12
2021-08-24,1.0,18
2021-08-24,2.0,54610
2021-08-24,3.0,47038
2021-08-24,4.0,12982
2021-08-24,5.0,5416
2021-08-24,6.0,2657
2021-08-24,7.0,736
2021-08-24,8.0,198
2021-08-24,9.0,63
2021-08-24,10.0,12
2021-08-25,1.0,21
2021-08-25,2.0,58882
2021-08-25,3.0,39631
2021-08-25,4.0,11709
2021-08-25,5.0,4829
2021-08-25,6.0,2283
2021-08-25,7.0,641
2021-08-25,8.0,151
2021-08-25,9.0,55
2021-08-25,10.0,13
2021-08-26,1.0,15
2021-08-26,2.0,57853
2021-08-26,3.0,29371
2021-08-26,4.0,9880
2021-08-26,5.0,4233
2021-08-26,6.0,1926
2021-08-26,7.0,658
2021-08-26,8.0,159
2021-08-26,9.0,52
2021-08-26,10.0,7
2021-08-27,1.0,18
2021-08-27,2.0,52853
2021-08-27,3.0,26592
2021-08-27,4.0,8910
2021-08-27,5.0,4117
2021-08-27,6.0,2019
2021-08-27,7.0,590
2021-08-27,8.0,159
2021-08-27,9.0,45
2021-08-27,10.0,7
2021-08-28,1.0,8
2021-08-28,2.0,28900
2021-08-28,3.0,12998
2021-08-28,4.0,5204
2021-08-28,5.0,2537
2021-08-28,6.0,969
2021-08-28,7.0,225
2021-08-28,8.0,66
2021-08-28,9.0,18
2021-08-28,10.0,3
2021-08-29,1.0,4
2021-08-29,2.0,19117
2021-08-29,3.0,1179
2021-08-29,4.0,561
2021-08-29,5.0,241
2021-08-29,6.0,106
2021-08-29,7.0,25
2021-08-29,8.0,5
2021-08-29,9.0,1
2021-08-29,10.0,1
2021-08-30,1.0,58
2021-08-30,2.0,279991
2021-08-30,3.0,21083
2021-08-30,4.0,7957
2021-08-30,5.0,3597
2021-08-30,6.0,1772
2021-08-30,7.0,554
2021-08-30,8.0,169
2021-08-30,9.0,47
2021-08-30,10.0,7
2021-08-31,1.0,81
2021-08-31,2.0,298486
2021-08-31,3.0,20447
2021-08-31,4.0,7959
2021-08-31,5.0,3736
2021-08-31,6.0,1885
2021-08-31,7.0,549
2021-08-31,8.0,166
2021-08-31,9.0,48
2021-08-31,10.0,12
2021-09-01,1.0,66
2021-09-01,2.0,243439
2021-09-01,3.0,19496
2021-09-01,4.0,7977
2021-09-01,5.0,3879
2021-09-01,6.0,1824
2021-09-01,7.0,570
2021-09-01,8.0,162
2021-09-01,9.0,50
2021-09-01,10.0,10
2021-09-02,1.0,68
2021-09-02,2.0,168400
2021-09-02,3.0,17624
2021-09-02,4.0,7102
2021-09-02,5.0,3380
2021-09-02,6.0,1776
2021-09-02,7.0,580
2021-09-02,8.0,181
2021-09-02,9.0,53
2021-09-02,10.0,8
2021-09-03,1.0,55
2021-09-03,2.0,159657
2021-09-03,3.0,15064
2021-09-03,4.0,6490
2021-09-03,5.0,3194
2021-09-03,6.0,1662
2021-09-03,7.0,534
2021-09-03,8.0,172
2021-09-03,9.0,39
2021-09-03,10.0,11
2021-09-04,1.0,20
2021-09-04,2.0,61076
2021-09-04,3.0,4880
2021-09-04,4.0,2127
2021-09-04,5.0,1840
2021-09-04,6.0,667
2021-09-04,7.0,158
2021-09-04,8.0,37
2021-09-04,9.0,21
2021-09-04,10.0,6
2021-09-05,1.0,2
2021-09-05,2.0,10571
2021-09-05,3.0,358
2021-09-05,4.0,209
2021-09-05,5.0,86
2021-09-05,6.0,111
2021-09-05,7.0,15
2021-09-05,8.0,7
2021-09-05,9.0,2
2021-09-05,10.0,0
2021-09-06,1.0,70
2021-09-06,2.0,176304
2021-09-06,3.0,9110
2021-09-06,4.0,3009
2021-09-06,5.0,1475
2021-09-06,6.0,800
2021-09-06,7.0,232
2021-09-06,8.0,70
2021-09-06,9.0,33
2021-09-06,10.0,20
2021-09-07,1.0,13
2021-09-07,2.0,22957
2021-09-07,3.0,1519
2021-09-07,4.0,621
2021-09-07,5.0,278
2021-09-07,6.0,179
2021-09-07,7.0,54
2021-09-07,8.0,15
2021-09-07,9.0,5
2021-09-07,10.0,6
2021-09-08,1.0,63
2021-09-08,2.0,175857
2021-09-08,3.0,13668
2021-09-08,4.0,5450
2021-09-08,5.0,2575
2021-09-08,6.0,1655
2021-09-08,7.0,401
2021-09-08,8.0,139
2021-09-08,9.0,49
2021-09-08,10.0,12
2021-09-09,1.0,88
2021-09-09,2.0,189365
2021-09-09,3.0,13458
2021-09-09,4.0,5778
2021-09-09,5.0,2733
2021-09-09,6.0,1667
2021-09-09,7.0,440
2021-09-09,8.0,104
2021-09-09,9.0,47
2021-09-09,10.0,20
2021-09-10,1.0,79
2021-09-10,2.0,175048
2021-09-10,3.0,12437
2021-09-10,4.0,5554
2021-09-10,5.0,2630
2021-09-10,6.0,1571
2021-09-10,7.0,415
2021-09-10,8.0,148
2021-09-10,9.0,42
2021-09-10,10.0,19
2021-09-11,1.0,35
2021-09-11,2.0,85405
2021-09-11,3.0,4981
2021-09-11,4.0,2194
2021-09-11,5.0,1151
2021-09-11,6.0,672
2021-09-11,7.0,138
2021-09-11,8.0,44
2021-09-11,9.0,17
2021-09-11,10.0,7
2021-09-12,1.0,4
2021-09-12,2.0,12111
2021-09-12,3.0,330
2021-09-12,4.0,137
2021-09-12,5.0,75
2021-09-12,6.0,60
2021-09-12,7.0,10
2021-09-12,8.0,5
2021-09-12,9.0,2
2021-09-12,10.0,0
2021-09-13,1.0,60
2021-09-13,2.0,131684
2021-09-13,3.0,14477
2021-09-13,4.0,6220
2021-09-13,5.0,3065
2021-09-13,6.0,1903
2021-09-13,7.0,459
2021-09-13,8.0,142
2021-09-13,9.0,54
2021-09-13,10.0,15
2021-09-14,1.0,55
2021-09-14,2.0,118784
2021-09-14,3.0,11839
2021-09-14,4.0,4873
2021-09-14,5.0,2530
2021-09-14,6.0,1740
2021-09-14,7.0,409
2021-09-14,8.0,131
2021-09-14,9.0,58
2021-09-14,10.0,11
2021-09-15,1.0,44
2021-09-15,2.0,97234
2021-09-15,3.0,10896
2021-09-15,4.0,4928
2021-09-15,5.0,2532
2021-09-15,6.0,1540
2021-09-15,7.0,428
2021-09-15,8.0,136
2021-09-15,9.0,42
2021-09-15,10.0,14
2021-09-16,1.0,45
2021-09-16,2.0,68317
2021-09-16,3.0,14001
2021-09-16,4.0,5442
2021-09-16,5.0,2939
2021-09-16,6.0,1550
2021-09-16,7.0,424
2021-09-16,8.0,135
2021-09-16,9.0,56
2021-09-16,10.0,16
2021-09-17,1.0,33
2021-09-17,2.0,49193
2021-09-17,3.0,14147
2021-09-17,4.0,6163
2021-09-17,5.0,3224
2021-09-17,6.0,1624
2021-09-17,7.0,427
2021-09-17,8.0,121
2021-09-17,9.0,56
2021-09-17,10.0,8
2021-09-18,1.0,8
2021-09-18,2.0,17228
2021-09-18,3.0,4931
2021-09-18,4.0,2461
2021-09-18,5.0,1296
2021-09-18,6.0,701
2021-09-18,7.0,167
2021-09-18,8.0,54
2021-09-18,9.0,20
2021-09-18,10.0,0
2021-09-19,1.0,1
2021-09-19,2.0,924
2021-09-19,3.0,280
2021-09-19,4.0,197
2021-09-19,5.0,86
2021-09-19,6.0,46
2021-09-19,7.0,13
2021-09-19,8.0,2
2021-09-19,9.0,2
2021-09-19,10.0,0
2021-09-20,1.0,11
2021-09-20,2.0,32922
2021-09-20,3.0,12982
2021-09-20,4.0,5445
2021-09-20,5.0,2776
2021-09-20,6.0,1456
2021-09-20,7.0,389
2021-09-20,8.0,154
2021-09-20,9.0,49
2021-09-20,10.0,12
2021-09-21,1.0,13
2021-09-21,2.0,28237
2021-09-21,3.0,11398
2021-09-21,4.0,4994
2021-09-21,5.0,2694
2021-09-21,6.0,1307
2021-09-21,7.0,355
2021-09-21,8.0,111
2021-09-21,9.0,61
2021-09-21,10.0,7
2021-09-22,1.0,20
2021-09-22,2.0,25662
2021-09-22,3.0,12562
2021-09-22,4.0,5103
2021-09-22,5.0,3041
2021-09-22,6.0,1361
2021-09-22,7.0,390
2021-09-22,8.0,115
2021-09-22,9.0,51
2021-09-22,10.0,12
2021-09-23,1.0,10
2021-09-23,2.0,30157
2021-09-23,3.0,11271
2021-09-23,4.0,5101
2021-09-23,5.0,2815
2021-09-23,6.0,1406
2021-09-23,7.0,381
2021-09-23,8.0,109
2021-09-23,9.0,55
2021-09-23,10.0,13
2021-09-24,1.0,15
2021-09-24,2.0,21955
2021-09-24,3.0,13679
2021-09-24,4.0,6360
2021-09-24,5.0,3700
2021-09-24,6.0,1844
2021-09-24,7.0,554
2021-09-24,8.0,140
2021-09-24,9.0,63
2021-09-24,10.0,9
2021-09-25,1.0,4
2021-09-25,2.0,8640
2021-09-25,3.0,7144
2021-09-25,4.0,3070
2021-09-25,5.0,1589
2021-09-25,6.0,784
2021-09-25,7.0,228
2021-09-25,8.0,69
2021-09-25,9.0,24
2021-09-25,10.0,0
2021-09-26,1.0,1
2021-09-26,2.0,746
2021-09-26,3.0,501
2021-09-26,4.0,307
2021-09-26,5.0,134
2021-09-26,6.0,70
2021-09-26,7.0,18
2021-09-26,8.0,5
2021-09-26,9.0,0
2021-09-26,10.0,0
2021-09-27,1.0,11
2021-09-27,2.0,19969
2021-09-27,3.0,15256
2021-09-27,4.0,7421
2021-09-27,5.0,4024
2021-09-27,6.0,1879
2021-09-27,7.0,607
2021-09-27,8.0,216
2021-09-27,9.0,72
2021-09-27,10.0,15
2021-09-28,1.0,8
2021-09-28,2.0,17457
2021-09-28,3.0,12518
2021-09-28,4.0,6074
2021-09-28,5.0,3014
2021-09-28,6.0,1461
2021-09-28,7.0,481
2021-09-28,8.0,214
2021-09-28,9.0,61
2021-09-28,10.0,5
2021-09-29,1.0,6
2021-09-29,2.0,14902
2021-09-29,3.0,10143
2021-09-29,4.0,5140
2021-09-29,5.0,2651
2021-09-29,6.0,1207
2021-09-29,7.0,417
2021-09-29,8.0,143
2021-09-29,9.0,58
2021-09-29,10.0,13
2021-09-30,1.0,6
2021-09-30,2.0,14931
2021-09-30,3.0,12478
2021-09-30,4.0,5343
2021-09-30,5.0,2697
2021-09-30,6.0,1278
2021-09-30,7.0,448
2021-09-30,8.0,148
2021-09-30,9.0,45
2021-09-30,10.0,8
2021-10-01,1.0,10
2021-10-01,2.0,11247
2021-10-01,3.0,7492
2021-10-01,4.0,3881
2021-10-01,5.0,2141
2021-10-01,6.0,1096
2021-10-01,7.0,351
2021-10-01,8.0,105
2021-10-01,9.0,47
2021-10-01,10.0,5
2021-10-02,1.0,5
2021-10-02,2.0,11559
2021-10-02,3.0,12067
2021-10-02,4.0,6887
2021-10-02,5.0,3886
2021-10-02,6.0,1663
2021-10-02,7.0,460
2021-10-02,8.0,137
2021-10-02,9.0,46
2021-10-02,10.0,11
2021-10-03,2.0,384
2021-10-03,3.0,471
2021-10-03,4.0,237
2021-10-03,5.0,125
2021-10-03,6.0,58
2021-10-03,7.0,16
2021-10-03,8.0,7
2021-10-03,9.0,0
2021-10-03,10.0,0
