date,age,total_number,rV
2021-03-01,12-19,14.0,1.8177993720801598e-05
2021-03-01,20-29,702.0,0.0007056155742022122
2021-03-01,30-39,937.0,0.0008162177323955686
2021-03-01,40-49,1320.0,0.0008765545562243343
2021-03-01,50-59,1310.0,0.000814815966660965
2021-03-01,60-69,1137.0,0.0009509813843512124
2021-03-01,70-79,459.0,0.0004644620739901239
2021-03-01,80-89,9184.0,0.014958604862523841
2021-03-01,90+,1847.0,0.019203177309683725
2021-03-02,12-19,24.0,3.1162274949945594e-05
2021-03-02,20-29,775.0,0.0007789915527161174
2021-03-02,30-39,1096.0,0.000954722128821284
2021-03-02,40-49,1471.0,0.000976827085004542
2021-03-02,50-59,1728.0,0.0010748106796871356
2021-03-02,60-69,2089.0,0.00174722964987659
2021-03-02,70-79,694.0,0.0007022585606735206
2021-03-02,80-89,9084.0,0.014795728067417963
2021-03-02,90+,2572.0,0.02674097024391258
2021-03-03,12-19,22.0,2.8565418704116797e-05
2021-03-03,20-29,635.0,0.0006382704980319155
2021-03-03,30-39,968.0,0.0008432217342144188
2021-03-03,40-49,1416.0,0.0009403039784951949
2021-03-03,50-59,1720.0,0.0010698347043182138
2021-03-03,60-69,2164.0,0.0018099592926438203
2021-03-03,70-79,2048.0,0.0020723710839472193
2021-03-03,80-89,7103.0,0.011569138756370518
2021-03-03,90+,3448.0,0.03584870349961531
2021-03-04,12-19,15.0,1.9476421843715996e-05
2021-03-04,20-29,627.0,0.000630229294907104
2021-03-04,30-39,952.0,0.0008292841848885605
2021-03-04,40-49,1321.0,0.0008772186127063223
2021-03-04,50-59,1647.0,0.0010244289290768011
2021-03-04,60-69,2224.0,0.0018601430068576046
2021-03-04,70-79,2011.0,0.002034930786043876
2021-03-04,80-89,7603.0,0.01238352273189991
2021-03-04,90+,3658.0,0.03803206421159884
2021-03-05,12-19,17.0,2.2073278089544797e-05
2021-03-05,20-29,704.0,0.0007076258749834151
2021-03-05,30-39,929.0,0.0008092489577326394
2021-03-05,40-49,1297.0,0.0008612812571386072
2021-03-05,50-59,1843.0,0.0011463403256153882
2021-03-05,60-69,1960.0,0.0016393346643169538
2021-03-05,70-79,2276.0,0.002303084271027281
2021-03-05,80-89,8135.0,0.013250027281863181
2021-03-05,90+,3093.0,0.03215778420078601
2021-03-06,12-19,11.0,1.4282709352058398e-05
2021-03-06,20-29,796.0,0.0008000997109187477
2021-03-06,30-39,1000.0,0.000871096832866135
2021-03-06,40-49,1174.0,0.000779602309854067
2021-03-06,50-59,2004.0,0.001246481829914942
2021-03-06,60-69,2420.0,0.0020240764732892998
2021-03-06,70-79,1391.0,0.001407552821177042
2021-03-06,80-89,5499.0,0.008956594962872235
2021-03-06,90+,2216.0,0.023039653989311928
2021-03-07,12-19,19.0,2.4670134335373597e-05
2021-03-07,20-29,413.0,0.0004151271113183954
2021-03-07,30-39,639.0,0.0005566308762014604
2021-03-07,40-49,1113.0,0.000739094864452791
2021-03-07,50-59,1234.0,0.0007675442006562067
2021-03-07,60-69,765.0,0.0006398423562257497
2021-03-07,70-79,423.0,0.00042803367603011413
2021-03-07,80-89,3437.0,0.005598075447789029
2021-03-07,90+,1286.0,0.013370485121956292
2021-03-08,12-19,47.0,6.102612177697679e-05
2021-03-08,20-29,1044.0,0.0010493770077879053
2021-03-08,30-39,1745.0,0.0015200639733514057
2021-03-08,40-49,2394.0,0.001589751217879588
2021-03-08,50-59,2996.0,0.0018635027756612604
2021-03-08,60-69,1817.0,0.0015197301454407679
2021-03-08,70-79,388.0,0.00039261717801343803
2021-03-08,80-89,5597.0,0.009116214222075996
2021-03-08,90+,6171.0,0.06415961406500177
2021-03-09,12-19,35.0,4.544498430200399e-05
2021-03-09,20-29,1088.0,0.0010936036249743685
2021-03-09,30-39,2064.0,0.0017979438630357028
2021-03-09,40-49,2860.0,0.0018992015384860575
2021-03-09,50-59,3674.0,0.0022852166881773936
2021-03-09,60-69,2188.0,0.0018300327783293338
2021-03-09,70-79,656.0,0.0006638063628268437
2021-03-09,80-89,9954.0,0.016212756184839104
2021-03-09,90+,2756.0,0.02865401010584101
2021-03-10,12-19,12.0,1.5581137474972797e-05
2021-03-10,20-29,1252.0,0.0012584482890330051
2021-03-10,30-39,2121.0,0.0018475963825090726
2021-03-10,40-49,2947.0,0.001956974452419025
2021-03-10,50-59,3545.0,0.0022049790853535278
2021-03-10,60-69,2085.0,0.0017438840689290042
2021-03-10,70-79,560.0,0.0005666639682668178
2021-03-10,80-89,10445.0,0.017012481248808962
2021-03-10,90+,1934.0,0.02010771246179119
2021-03-11,12-19,18.0,2.3371706212459195e-05
2021-03-11,20-29,1073.0,0.001078526369115347
2021-03-11,30-39,2046.0,0.0017822641200441122
2021-03-11,40-49,3272.0,0.002172792809065168
2021-03-11,50-59,3878.0,0.0024121040600849023
2021-03-11,60-69,2133.0,0.0017840310403000317
2021-03-11,70-79,610.0,0.000617258965433498
2021-03-11,80-89,10469.0,0.017051571679634375
2021-03-11,90+,2139.0,0.022239088394917967
2021-03-12,12-19,9.0,1.1685853106229598e-05
2021-03-12,20-29,1158.0,0.0011639641523164695
2021-03-12,30-39,2092.0,0.0018223345743559544
2021-03-12,40-49,3216.0,0.0021356056460738325
2021-03-12,50-59,3896.0,0.002423300004664977
2021-03-12,60-69,1903.0,0.0015916601358138586
2021-03-12,70-79,467.0,0.0004725572735367927
2021-03-12,80-89,10404.0,0.016945701762815554
2021-03-12,90+,1356.0,0.0140982720259508
2021-03-13,12-19,6.0,7.790568737486398e-06
2021-03-13,20-29,1132.0,0.0011378302421608322
2021-03-13,30-39,2047.0,0.0017831352168769785
2021-03-13,40-49,3135.0,0.0020818170710327935
2021-03-13,50-59,3755.0,0.002335598438787728
2021-03-13,60-69,2024.0,0.0016928639594783236
2021-03-13,70-79,891.0,0.0009016028495102404
2021-03-13,80-89,6869.0,0.011188007055822763
2021-03-13,90+,713.0,0.0074130294649726565
2021-03-14,12-19,5.0,6.492140614571999e-06
2021-03-14,20-29,856.0,0.0008604087343548342
2021-03-14,30-39,1432.0,0.0012474106646643054
2021-03-14,40-49,1983.0,0.0013168240037824657
2021-03-14,50-59,2269.0,0.0014113110140104804
2021-03-14,60-69,1212.0,0.0010137110271184427
2021-03-14,70-79,240.0,0.00024285598640006476
2021-03-14,80-89,3063.0,0.004988916234093046
2021-03-14,90+,133.0,0.0013827951175895698
2021-03-15,12-19,15.0,1.9476421843716e-05
2021-03-15,20-29,1400.0,0.0014072105468420186
2021-03-15,30-39,2475.0,0.0021559646613436845
2021-03-15,40-49,3291.0,0.002185409882222942
2021-03-15,50-59,3520.0,0.0021894291623256465
2021-03-15,60-69,1987.0,0.0016619173357131567
2021-03-15,70-79,578.0,0.0005848781672468227
2021-03-15,80-89,8817.0,0.014360847024485267
2021-03-15,90+,424.0,0.004408309247052463
2021-03-16,12-19,15.0,1.9476421843716e-05
2021-03-16,20-29,231.0,0.00023218974022893305
2021-03-16,30-39,261.0,0.00022735627337806125
2021-03-16,40-49,360.0,0.00023906033351572752
2021-03-16,50-59,437.0,0.00027181265452736006
2021-03-16,60-69,549.0,0.0004591809850561263
2021-03-16,70-79,382.0,0.0003865457783534364
2021-03-16,80-89,10646.0,0.01733986360697178
2021-03-16,90+,3411.0,0.03546401613607536
2021-03-17,12-19,50.0,6.492140614571999e-05
2021-03-17,20-29,196.0,0.0001970094765578826
2021-03-17,30-39,188.0,0.0001637662045788334
2021-03-17,40-49,244.0,0.00016202978160510418
2021-03-17,50-59,306.0,0.00019033105786126357
2021-03-17,60-69,228.0,0.00019069811401238032
2021-03-17,70-79,204.0,0.00020642758844005506
2021-03-17,80-89,11970.0,0.019496352374173603
2021-03-17,90+,1764.0,0.018340229980661663
2021-03-18,12-19,7.0,9.088996860400799e-06
2021-03-18,20-29,234.0,0.00023520519140073738
2021-03-18,30-39,246.0,0.00021428982088506922
2021-03-18,40-49,373.0,0.0002476930677815732
2021-03-18,50-59,496.0,0.00030851047287315926
2021-03-18,60-69,451.0,0.0003772142518402786
2021-03-18,70-79,376.0,0.0003804743786934348
2021-03-18,80-89,12347.0,0.020110397891722764
2021-03-18,90+,1398.0,0.014534944168347507
2021-03-19,12-19,11.0,1.4282709352058398e-05
2021-03-19,20-29,749.0,0.0007528576425604799
2021-03-19,30-39,1140.0,0.000993050389467394
2021-03-19,40-49,1474.0,0.0009788192544505066
2021-03-19,50-59,1610.0,0.0010014150429955371
2021-03-19,60-69,849.0,0.0007100995561250478
2021-03-19,70-79,394.0,0.00039868857767343964
2021-03-19,80-89,11985.0,0.019520783893439485
2021-03-19,90+,756.0,0.007860098563140712
2021-03-20,12-19,14.0,1.8177993720801598e-05
2021-03-20,20-29,1590.0,0.0015981891210562925
2021-03-20,30-39,2348.0,0.002045335363569685
2021-03-20,40-49,3033.0,0.002014083309870004
2021-03-20,50-59,2946.0,0.0018324029296054984
2021-03-20,60-69,1387.0,0.0011600801935753135
2021-03-20,70-79,362.0,0.0003663077794867643
2021-03-20,80-89,9688.0,0.015779503909857467
2021-03-20,90+,973.0,0.010116237965523694
2021-03-21,12-19,15.0,1.9476421843716e-05
2021-03-21,20-29,1751.0,0.0017600183339431246
2021-03-21,30-39,2518.0,0.002193421825156928
2021-03-21,40-49,2867.0,0.0019038499338599744
2021-03-21,50-59,3181.0,0.00197857220606758
2021-03-21,60-69,1551.0,0.0012972490124263242
2021-03-21,70-79,321.0,0.0003248198818100866
2021-03-21,80-89,5342.0,0.008700878394556005
2021-03-21,90+,193.0,0.0020066124638705787
2021-03-22,12-19,49.0,6.362297802280559e-05
2021-03-22,20-29,2209.0,0.002220377212838585
2021-03-22,30-39,3247.0,0.0028284514163163404
2021-03-22,40-49,4060.0,0.002696069316871816
2021-03-22,50-59,4407.0,0.0027411404313548646
2021-03-22,60-69,2223.0,0.001859306611620708
2021-03-22,70-79,535.0,0.0005413664696834777
2021-03-22,80-89,9427.0,0.015354395474631124
2021-03-22,90+,2924.0,0.030400698675427835
2021-03-23,12-19,46.0,5.972769365406239e-05
2021-03-23,20-29,1922.0,0.0019318990507359711
2021-03-23,30-39,3180.0,0.0027700879285143098
2021-03-23,40-49,4012.0,0.002664194605736386
2021-03-23,50-59,4637.0,0.00288419972321137
2021-03-23,60-69,2780.0,0.002325178758572006
2021-03-23,70-79,745.0,0.0007538654577835344
2021-03-23,80-89,10820.0,0.017623269230456005
2021-03-23,90+,849.0,0.008827015449876276
2021-03-24,12-19,48.0,6.232454989989119e-05
2021-03-24,20-29,2110.0,0.002120867324169042
2021-03-24,30-39,3376.0,0.0029408229077560718
2021-03-24,40-49,4343.0,0.0028839973012744573
2021-03-24,50-59,5157.0,0.003207638122191295
2021-03-24,60-69,3126.0,0.0026145715105381617
2021-03-24,70-79,1214.0,0.0012284465312069944
2021-03-24,80-89,10281.0,0.016745363304835326
2021-03-24,90+,927.0,0.009637978000041587
2021-03-25,12-19,49.0,6.362297802280559e-05
2021-03-25,20-29,2257.0,0.0022686244315874545
2021-03-25,30-39,3145.0,0.002739599539363995
2021-03-25,40-49,3917.0,0.002601109239947513
2021-03-25,50-59,4685.0,0.0029140555754249018
2021-03-25,60-69,2892.0,0.002418855025104403
2021-03-25,70-79,1295.0,0.0013104104266170162
2021-03-25,80-89,10243.0,0.01668347012269509
2021-03-25,90+,843.0,0.008764633715248174
2021-03-26,12-19,92.0,0.00011945538730812478
2021-03-26,20-29,1607.0,0.0016152766776965169
2021-03-26,30-39,2452.0,0.002135929434187763
2021-03-26,40-49,3287.0,0.00218275365629499
2021-03-26,50-59,4001.0,0.0024886096813820768
2021-03-26,60-69,2493.0,0.0020851333255827373
2021-03-26,70-79,1196.0,0.0012102323322269893
2021-03-26,80-89,11044.0,0.017988113251493174
2021-03-26,90+,1353.0,0.014067081158636752
2021-03-27,12-19,58.0,7.530883112903519e-05
2021-03-27,20-29,1277.0,0.001283577048798041
2021-03-27,30-39,1902.0,0.001656826176111389
2021-03-27,40-49,2473.0,0.0016422116799566504
2021-03-27,50-59,2820.0,0.0017540313175449782
2021-03-27,60-69,2125.0,0.0017773398784048603
2021-03-27,70-79,1005.0,0.0010169594430502712
2021-03-27,80-89,10323.0,0.01681377155877979
2021-03-27,90+,1149.0,0.01194610218128132
2021-03-28,12-19,26.0,3.375913119577439e-05
2021-03-28,20-29,722.0,0.000725718582014241
2021-03-28,30-39,1294.0,0.0011271993017287789
2021-03-28,40-49,1512.0,0.0010040534007660555
2021-03-28,50-59,1760.0,0.0010947145811628233
2021-03-28,60-69,1327.0,0.0011098964793615294
2021-03-28,70-79,739.0,0.0007477940581235328
2021-03-28,80-89,5920.0,0.009642306270267981
2021-03-28,90+,658.0,0.0068411968975483975
2021-03-29,12-19,40.0,5.193712491657599e-05
2021-03-29,20-29,1989.0,0.001999244126906268
2021-03-29,30-39,2554.0,0.002224781311140109
2021-03-29,40-49,3182.0,0.002113027725686236
2021-03-29,50-59,3830.0,0.002382248207871371
2021-03-29,60-69,2431.0,0.0020332768208951605
2021-03-29,70-79,1305.0,0.001320529426050352
2021-03-29,80-89,8519.0,0.013875474175069753
2021-03-29,90+,741.0,0.00770414422657046
2021-03-30,12-19,42.0,5.4533981162404796e-05
2021-03-30,20-29,1607.0,0.001615276677696517
2021-03-30,30-39,2291.0,0.0019956828440963153
2021-03-30,40-49,2860.0,0.0018992015384860575
2021-03-30,50-59,3526.0,0.002193161143852338
2021-03-30,60-69,2502.0,0.0020926608827148054
2021-03-30,70-79,1283.0,0.001298267627297013
2021-03-30,80-89,9233.0,0.01503841449212572
2021-03-30,90+,953.0,0.009908298850096692
2021-03-31,12-19,62.0,8.05025436206928e-05
2021-03-31,20-29,1439.0,0.0014464114120754747
2021-03-31,30-39,1873.0,0.001631564367958271
2021-03-31,40-49,2645.0,0.0017564293948586092
2021-03-31,50-59,3281.0,0.0020407718981791043
2021-03-31,60-69,2275.0,0.001902799163939321
2021-03-31,70-79,1307.0,0.0013225532259370193
2021-03-31,80-89,12145.0,0.01978138676560889
2021-03-31,90+,1253.0,0.013027385581501736
2021-04-01,12-19,37.0,4.804184054783279e-05
2021-04-01,20-29,1316.0,0.0013227779140314974
2021-04-01,30-39,1843.0,0.0016054314629722869
2021-04-01,40-49,2398.0,0.0015924074438075407
2021-04-01,50-59,2971.0,0.0018479528526333796
2021-04-01,60-69,2121.0,0.0017739942974572748
2021-04-01,70-79,1160.0,0.0011738039342669797
2021-04-01,80-89,12978.0,0.021138150468840856
2021-04-01,90+,1368.0,0.014223035495207004
2021-04-02,12-19,91.0,0.00011815695918521038
2021-04-02,20-29,1321.0,0.0013278036659845045
2021-04-02,30-39,1588.0,0.0013833017705914225
2021-04-02,40-49,2223.0,0.0014761975594596174
2021-04-02,50-59,2776.0,0.0017266634530159076
2021-04-02,60-69,1961.0,0.00164017105955385
2021-04-02,70-79,1442.0,0.001459159718287056
2021-04-02,80-89,13647.0,0.022227796228099176
2021-04-02,90+,1203.0,0.01250753779293423
2021-04-03,12-19,15.0,1.9476421843716e-05
2021-04-03,20-29,550.0,0.0005528327148307929
2021-04-03,30-39,662.0,0.0005766661033573814
2021-04-03,40-49,960.0,0.0006374942227086067
2021-04-03,50-59,1203.0,0.0007482622961016343
2021-04-03,60-69,849.0,0.0007100995561250478
2021-04-03,70-79,844.0,0.0008540435521735611
2021-04-03,80-89,19088.0,0.031089922649810003
2021-04-03,90+,1713.0,0.017809985236322805
2021-04-04,12-19,4.0,5.1937124916575996e-06
2021-04-04,20-29,40.0,4.020601562405767e-05
2021-04-04,30-39,45.0,3.919935747897608e-05
2021-04-04,40-49,95.0,6.308536578887254e-05
2021-04-04,50-59,163.0,0.00010138549814178419
2021-04-04,60-69,130.0,0.00010873138079653263
2021-04-04,70-79,114.0,0.00011535659354003076
2021-04-04,80-89,2963.0,0.004826039438987167
2021-04-04,90+,135.0,0.0014035890291322702
2021-04-05,12-19,15.0,1.9476421843715996e-05
2021-04-05,20-29,208.0,0.00020907128124509987
2021-04-05,30-39,261.0,0.00022735627337806125
2021-04-05,40-49,388.0,0.0002576539150113952
2021-04-05,50-59,544.0,0.0003383663250866908
2021-04-05,60-69,494.0,0.00041317924702682403
2021-04-05,70-79,454.0,0.00045940257427345586
2021-04-05,80-89,15717.0,0.025599345886790855
2021-04-05,90+,1048.0,0.010896009648374956
2021-04-06,12-19,58.0,7.530883112903519e-05
2021-04-06,20-29,1139.0,0.0011448662948950422
2021-04-06,30-39,1589.0,0.0013841728674242886
2021-04-06,40-49,2071.0,0.0013752609741974214
2021-04-06,50-59,2756.0,0.0017142235145936027
2021-04-06,60-69,2410.0,0.0020157125209203357
2021-04-06,70-79,1444.0,0.001461183518173723
2021-04-06,80-89,12153.0,0.01979441690921736
2021-04-06,90+,1005.0,0.0104489405502069
2021-04-07,12-19,92.0,0.00011945538730812478
2021-04-07,20-29,885.0,0.0008895580956822759
2021-04-07,30-39,1181.0,0.0010287653596149056
2021-04-07,40-49,1532.0,0.0010173345304058182
2021-04-07,50-59,2017.0,0.0012545677898894401
2021-04-07,60-69,1798.0,0.001503838635939736
2021-04-07,70-79,2911.0,0.0029456407350441187
2021-04-07,80-89,21466.0,0.03496313283742779
2021-04-07,90+,2351.0,0.0244432430184442
2021-04-08,12-19,44.0,5.7130837408233593e-05
2021-04-08,20-29,699.0,0.0007026001230304077
2021-04-08,30-39,1041.0,0.0009068118030136467
2021-04-08,40-49,1545.0,0.001025967264671664
2021-04-08,50-59,2087.0,0.0012981075743675068
2021-04-08,60-69,2209.0,0.0018475970783041584
2021-04-08,70-79,3442.0,0.003482959604954262
2021-04-08,80-89,21981.0,0.035801948332223055
2021-04-08,90+,2463.0,0.025607702064835414
2021-04-09,12-19,56.0,7.271197488320639e-05
2021-04-09,20-29,1002.0,0.0010071606913826447
2021-04-09,30-39,1281.0,0.001115875042901519
2021-04-09,40-49,1963.0,0.001303542874142703
2021-04-09,50-59,2723.0,0.0016936976161967998
2021-04-09,60-69,3019.0,0.002525077220190247
2021-04-09,70-79,4197.0,0.004246944062171133
2021-04-09,80-89,19338.0,0.0314971146375747
2021-04-09,90+,2296.0,0.02387141045101994
2021-04-10,12-19,54.0,7.011511863737758e-05
2021-04-10,20-29,621.0,0.0006241983925634953
2021-04-10,30-39,790.0,0.0006881664979642467
2021-04-10,40-49,1357.0,0.0009011246460578951
2021-04-10,50-59,1985.0,0.0012346638884137523
2021-04-10,60-69,2192.0,0.0018333783592769195
2021-04-10,70-79,3896.0,0.003942362179227718
2021-04-10,80-89,25693.0,0.04184793496655325
2021-04-10,90+,3775.0,0.03924850803684681
2021-04-11,12-19,57.0,7.401040300612079e-05
2021-04-11,20-29,404.0,0.0004060807578029825
2021-04-11,30-39,597.0,0.0005200448092210826
2021-04-11,40-49,1042.0,0.0006919468542316335
2021-04-11,50-59,1425.0,0.0008863456125892177
2021-04-11,60-69,1643.0,0.0013741973742207934
2021-04-11,70-79,1471.0,0.0014885048166437304
2021-04-11,80-89,16859.0,0.027459398886899983
2021-04-11,90+,1012.0,0.010521719240606351
2021-04-12,12-19,56.0,7.271197488320639e-05
2021-04-12,20-29,610.0,0.0006131417382668795
2021-04-12,30-39,682.0,0.0005940880400147041
2021-04-12,40-49,997.0,0.0006620643125421676
2021-04-12,50-59,1429.0,0.0008888336002736786
2021-04-12,60-69,1736.0,0.001451982131252159
2021-04-12,70-79,25160.0,0.025459402574273454
2021-04-12,80-89,1272.0,0.002071792833746769
2021-04-12,90+,519.0,0.005396020045330727
2021-04-13,12-19,54.0,7.01151186373776e-05
2021-04-13,20-29,441.0,0.0004432713222552358
2021-04-13,30-39,591.0,0.0005148182282238859
2021-04-13,40-49,952.0,0.0006321817708527017
2021-04-13,50-59,1416.0,0.0008807476402991805
2021-04-13,60-69,1851.0,0.0015481675834952456
2021-04-13,70-79,25782.0,0.026088804339026956
2021-04-13,80-89,1381.0,0.002249328540412176
2021-04-13,90+,653.0,0.006789212118691647
2021-04-14,12-19,45.0,5.842926553114799e-05
2021-04-14,20-29,432.0,0.0004342249687398228
2021-04-14,30-39,592.0,0.000515689325056752
2021-04-14,40-49,993.0,0.0006594080866142151
2021-04-14,50-59,1550.0,0.0009640952277286228
2021-04-14,60-69,1845.0,0.0015431492120738669
2021-04-14,70-79,25996.0,0.02630535092690035
2021-04-14,80-89,1481.0,0.002412205335518054
2021-04-14,90+,792.0,0.008234388970909317
2021-04-15,12-19,62.0,8.05025436206928e-05
2021-04-15,20-29,422.0,0.00042417346483380845
2021-04-15,30-39,597.0,0.0005200448092210827
2021-04-15,40-49,1042.0,0.0006919468542316335
2021-04-15,50-59,1706.0,0.0010611267474226003
2021-04-15,60-69,1983.0,0.001658571754765571
2021-04-15,70-79,26740.0,0.02705820448474055
2021-04-15,80-89,1634.0,0.0026614068320300476
2021-04-15,90+,890.0,0.009253290636501632
2021-04-16,12-19,76.0,9.868053734149439e-05
2021-04-16,20-29,1043.0,0.0010483718573973037
2021-04-16,30-39,698.0,0.0006080255893405623
2021-04-16,40-49,1118.0,0.0007424151468627316
2021-04-16,50-59,1706.0,0.0010611267474226003
2021-04-16,60-69,1922.0,0.0016075516453148905
2021-04-16,70-79,29729.0,0.030082773415364687
2021-04-16,80-89,1568.0,0.0025539081472601677
2021-04-16,90+,812.0,0.00844232808633632
2021-04-17,12-19,53.0,6.881669051446318e-05
2021-04-17,20-29,385.0,0.00038698290038155514
2021-04-17,30-39,515.0,0.00044861486892605953
2021-04-17,40-49,884.0,0.0005870259300775086
2021-04-17,50-59,1496.0,0.0009305073939883998
2021-04-17,60-69,1833.0,0.0015331124692311102
2021-04-17,70-79,29530.0,0.029881405326641304
2021-04-17,80-89,1535.0,0.0025001588048752283
2021-04-17,90+,971.0,0.010095444053980995
2021-04-18,12-19,45.0,5.8429265531147985e-05
2021-04-18,20-29,214.0,0.00021510218358870855
2021-04-18,30-39,319.0,0.00027787988968429713
2021-04-18,40-49,570.0,0.00037851219473323524
2021-04-18,50-59,891.0,0.0005541992567136793
2021-04-18,60-69,1017.0,0.0008506139559236438
2021-04-18,70-79,26708.0,0.027025823686553874
2021-04-18,80-89,600.0,0.0009772607706352683
2021-04-18,90+,363.0,0.0037740949450001037
2021-04-19,12-19,94.0,0.00012205224355395358
2021-04-19,20-29,570.0,0.0005729357226428219
2021-04-19,30-39,818.0,0.0007125572092844984
2021-04-19,40-49,1442.0,0.0009575694470268863
2021-04-19,50-59,2281.0,0.0014187749770638637
2021-04-19,60-69,5537.0,0.004631120426695394
2021-04-19,70-79,36589.0,0.037024407026633205
2021-04-19,80-89,1933.0,0.003148408449396623
2021-04-19,90+,745.0,0.007745732049655861
2021-04-20,12-19,128.0,0.00016619879973304319
2021-04-20,20-29,789.0,0.0007930636581845376
2021-04-20,30-39,1063.0,0.0009259759333367015
2021-04-20,40-49,1626.0,0.0010797558397127025
2021-04-20,50-59,2470.0,0.0015363323951546439
2021-04-20,60-69,11193.0,0.009361771886581459
2021-04-20,70-79,35796.0,0.036221970371569656
2021-04-20,80-89,2236.0,0.0036419251385674334
2021-04-20,90+,964.0,0.010022665363581543
2021-04-21,12-19,164.0,0.00021294221215796156
2021-04-21,20-29,775.0,0.0007789915527161174
2021-04-21,30-39,951.0,0.0008284130880556945
2021-04-21,40-49,1606.0,0.0010664747100729399
2021-04-21,50-59,2590.0,0.001610972025688473
2021-04-21,60-69,12992.0,0.010866446917758094
2021-04-21,70-79,33925.0,0.03432870557759249
2021-04-21,80-89,2132.0,0.00347253327165732
2021-04-21,90+,1035.0,0.010760849223347404
2021-04-22,12-19,127.0,0.0001649003716101288
2021-04-22,20-29,801.0,0.0008051254628717549
2021-04-22,30-39,1101.0,0.0009590776129856147
2021-04-22,40-49,1803.0,0.001197293837024602
2021-04-22,50-59,2709.0,0.0016849896593011866
2021-04-22,60-69,13446.0,0.01124617035530906
2021-04-22,70-79,33138.0,0.03353234032218894
2021-04-22,80-89,2302.0,0.0037494238233373132
2021-04-22,90+,1109.0,0.011530223950427314
2021-04-23,12-19,173.0,0.00022462806526419115
2021-04-23,20-29,794.0,0.0007980894101375448
2021-04-23,30-39,1062.0,0.0009251048365038354
2021-04-23,40-49,1754.0,0.0011647550694071835
2021-04-23,50-59,2862.0,0.0017801551882318182
2021-04-23,60-69,14616.0,0.012224752782477854
2021-04-23,70-79,31445.0,0.03181919371812515
2021-04-23,80-89,2227.0,0.0036272662270079043
2021-04-23,90+,991.0,0.010303383169407997
2021-04-24,12-19,140.0,0.00018177993720801597
2021-04-24,20-29,684.0,0.0006875228671713862
2021-04-24,30-39,926.0,0.000806635667234041
2021-04-24,40-49,1583.0,0.0010512014109872129
2021-04-24,50-59,2504.0,0.001557480290472562
2021-04-24,60-69,14538.0,0.012159513953999935
2021-04-24,70-79,30341.0,0.030702056180684854
2021-04-24,80-89,2044.0,0.0033292016919641474
2021-04-24,90+,1021.0,0.010615291842548502
2021-04-25,12-19,151.0,0.00019606264656007438
2021-04-25,20-29,770.0,0.0007739658007631102
2021-04-25,30-39,825.0,0.0007186548871145615
2021-04-25,40-49,1483.0,0.0009847957627883996
2021-04-25,50-59,2278.0,0.0014169089863005177
2021-04-25,60-69,11449.0,0.00957588906722694
2021-04-25,70-79,27440.0,0.02776653444507407
2021-04-25,80-89,1066.0,0.00173626663582866
2021-04-25,90+,397.0,0.004127591441226009
2021-04-26,12-19,165.0,0.00021424064028087596
2021-04-26,20-29,1205.0,0.0012112062206747372
2021-04-26,30-39,1322.0,0.0011515900130490307
2021-04-26,40-49,2173.0,0.0014429947353602108
2021-04-26,50-59,3596.0,0.0022367009283304046
2021-04-26,60-69,24774.0,0.020720855598871536
2021-04-26,70-79,31948.0,0.03232817938962195
2021-04-26,80-89,1793.0,0.0029203809362483937
2021-04-26,90+,636.0,0.006612463870578695
2021-04-27,12-19,280.0,0.00036355987441603194
2021-04-27,20-29,1254.0,0.001260458589814208
2021-04-27,30-39,1427.0,0.0012430551804999746
2021-04-27,40-49,2336.0,0.0015512359419242762
2021-04-27,50-59,3943.0,0.0024525338599573933
2021-04-27,60-69,25667.0,0.021467756545420026
2021-04-27,70-79,30606.0,0.030970209665668262
2021-04-27,80-89,1975.0,0.003216816703341092
2021-04-27,90+,685.0,0.0071219147033748514
2021-04-28,12-19,244.0,0.00031681646199111353
2021-04-28,20-29,1406.0,0.001413241449185627
2021-04-28,30-39,1455.0,0.0012674458918202265
2021-04-28,40-49,2453.0,0.0016289305503168878
2021-04-28,50-59,4073.0,0.0025333934597023744
2021-04-28,60-69,25772.0,0.02155557804529415
2021-04-28,70-79,29537.0,0.029888488626244637
2021-04-28,80-89,1808.0,0.0029448124555142754
2021-04-28,90+,686.0,0.007132311659146202
2021-04-29,12-19,412.0,0.0005349523866407328
2021-04-29,20-29,2175.0,0.002186202099558136
2021-04-29,30-39,2140.0,0.001864147222333529
2021-04-29,40-49,3407.0,0.0022624404341335656
2021-04-29,50-59,9830.0,0.006114229734562814
2021-04-29,60-69,33811.0,0.028279359354704346
2021-04-29,70-79,29458.0,0.029808548530721284
2021-04-29,80-89,1862.0,0.0030327659248714496
2021-04-29,90+,713.0,0.0074130294649726565
2021-04-30,12-19,507.0,0.0006583030583176008
2021-04-30,20-29,2266.0,0.002277670785102867
2021-04-30,30-39,2097.0,0.0018266900585202851
2021-04-30,40-49,3531.0,0.002344783437900094
2021-04-30,50-59,13154.0,0.008181747500349874
2021-04-30,60-69,35277.0,0.02950551477199448
2021-04-30,70-79,28527.0,0.028866469683477697
2021-04-30,80-89,1831.0,0.002982274118388627
2021-04-30,90+,772.0,0.008026449855482315
2021-05-01,12-19,249.0,0.0003233086026056856
2021-05-01,20-29,1156.0,0.0011619538515352666
2021-05-01,30-39,1195.0,0.0010409607152750313
2021-05-01,40-49,2137.0,0.001419088702008638
