,name,region,date,value,value_daily
1396,cases,BC,2020-01-29,1,1
1397,cases,BC,2020-01-30,1,0
1398,cases,BC,2020-01-31,1,0
1399,cases,BC,2020-02-01,1,0
1400,cases,BC,2020-02-02,1,0
1401,cases,BC,2020-02-03,1,0
1402,cases,BC,2020-02-04,1,0
1403,cases,BC,2020-02-05,1,0
1404,cases,BC,2020-02-06,2,1
1405,cases,BC,2020-02-07,2,0
1406,cases,BC,2020-02-08,2,0
1407,cases,BC,2020-02-09,2,0
1408,cases,BC,2020-02-10,4,2
1409,cases,BC,2020-02-11,4,0
1410,cases,BC,2020-02-12,4,0
1411,cases,BC,2020-02-13,4,0
1412,cases,BC,2020-02-14,4,0
1413,cases,BC,2020-02-15,4,0
1414,cases,BC,2020-02-16,4,0
1415,cases,BC,2020-02-17,4,0
1416,cases,BC,2020-02-18,5,1
1417,cases,BC,2020-02-19,5,0
1418,cases,BC,2020-02-20,5,0
1419,cases,BC,2020-02-21,5,0
1420,cases,BC,2020-02-22,5,0
1421,cases,BC,2020-02-23,5,0
1422,cases,BC,2020-02-24,7,2
1423,cases,BC,2020-02-25,7,0
1424,cases,BC,2020-02-26,7,0
1425,cases,BC,2020-02-27,7,0
1426,cases,BC,2020-02-28,7,0
1427,cases,BC,2020-02-29,7,0
1428,cases,BC,2020-03-01,7,0
1429,cases,BC,2020-03-02,7,0
1430,cases,BC,2020-03-03,12,5
1431,cases,BC,2020-03-04,12,0
1432,cases,BC,2020-03-05,20,8
1433,cases,BC,2020-03-06,27,7
1434,cases,BC,2020-03-07,28,1
1435,cases,BC,2020-03-08,32,4
1436,cases,BC,2020-03-09,35,3
1437,cases,BC,2020-03-10,45,10
1438,cases,BC,2020-03-11,61,16
1439,cases,BC,2020-03-12,69,8
1440,cases,BC,2020-03-13,85,16
1441,cases,BC,2020-03-14,113,28
1442,cases,BC,2020-03-15,142,29
1443,cases,BC,2020-03-16,189,47
1444,cases,BC,2020-03-17,239,50
1445,cases,BC,2020-03-18,287,48
1446,cases,BC,2020-03-19,344,57
1447,cases,BC,2020-03-20,407,63
1448,cases,BC,2020-03-21,481,74
1449,cases,BC,2020-03-22,533,52
1450,cases,BC,2020-03-23,587,54
1451,cases,BC,2020-03-24,651,64
1452,cases,BC,2020-03-25,732,81
1453,cases,BC,2020-03-26,800,68
1454,cases,BC,2020-03-27,861,61
1455,cases,BC,2020-03-28,927,66
1456,cases,BC,2020-03-29,973,46
1457,cases,BC,2020-03-30,1023,50
1458,cases,BC,2020-03-31,1081,58
1459,cases,BC,2020-04-01,1134,53
1460,cases,BC,2020-04-02,1180,46
1461,cases,BC,2020-04-03,1217,37
1462,cases,BC,2020-04-04,1246,29
1463,cases,BC,2020-04-05,1261,15
1464,cases,BC,2020-04-06,1310,49
1465,cases,BC,2020-04-07,1344,34
1466,cases,BC,2020-04-08,1376,32
1467,cases,BC,2020-04-09,1420,44
1468,cases,BC,2020-04-10,1450,30
1469,cases,BC,2020-04-11,1469,19
1470,cases,BC,2020-04-12,1487,18
1471,cases,BC,2020-04-13,1515,28
1472,cases,BC,2020-04-14,1555,40
1473,cases,BC,2020-04-15,1580,25
1474,cases,BC,2020-04-16,1619,39
1475,cases,BC,2020-04-17,1642,23
1476,cases,BC,2020-04-18,1667,25
1477,cases,BC,2020-04-19,1688,21
1478,cases,BC,2020-04-20,1732,44
1479,cases,BC,2020-04-21,1786,54
1480,cases,BC,2020-04-22,1817,31
1481,cases,BC,2020-04-23,1880,63
1482,cases,BC,2020-04-24,1949,69
1483,cases,BC,2020-04-25,1981,32
1484,cases,BC,2020-04-26,2007,26
1485,cases,BC,2020-04-27,2064,57
1486,cases,BC,2020-04-28,2093,29
1487,cases,BC,2020-04-29,2123,30
1488,cases,BC,2020-04-30,2152,29
1489,cases,BC,2020-05-01,2186,34
1490,cases,BC,2020-05-02,2209,23
1491,cases,BC,2020-05-03,2227,18
1492,cases,BC,2020-05-04,2251,24
1493,cases,BC,2020-05-05,2275,24
1494,cases,BC,2020-05-06,2291,16
1495,cases,BC,2020-05-07,2315,24
1496,cases,BC,2020-05-08,2328,13
1497,cases,BC,2020-05-09,2341,13
1498,cases,BC,2020-05-10,2354,13
1499,cases,BC,2020-05-11,2366,12
1500,cases,BC,2020-05-12,2376,10
1501,cases,BC,2020-05-13,2400,24
1502,cases,BC,2020-05-14,2408,8
1503,cases,BC,2020-05-15,2426,18
1504,cases,BC,2020-05-16,2437,11
1505,cases,BC,2020-05-17,2446,9
1506,cases,BC,2020-05-18,2456,10
1507,cases,BC,2020-05-19,2470,14
1508,cases,BC,2020-05-20,2483,13
1509,cases,BC,2020-05-21,2506,23
1510,cases,BC,2020-05-22,2514,8
1511,cases,BC,2020-05-23,2522,8
1512,cases,BC,2020-05-24,2532,10
1513,cases,BC,2020-05-25,2539,7
1514,cases,BC,2020-05-26,2544,5
1515,cases,BC,2020-05-27,2553,9
1516,cases,BC,2020-05-28,2562,9
1517,cases,BC,2020-05-29,2574,12
1518,cases,BC,2020-05-30,2587,13
1519,cases,BC,2020-05-31,2596,9
1520,cases,BC,2020-06-01,2609,13
1521,cases,BC,2020-06-02,2621,12
1522,cases,BC,2020-06-03,2624,3
1523,cases,BC,2020-06-04,2633,9
1524,cases,BC,2020-06-05,2638,5
1525,cases,BC,2020-06-06,2649,11
1526,cases,BC,2020-06-07,2657,8
1527,cases,BC,2020-06-08,2663,6
1528,cases,BC,2020-06-09,2678,15
1529,cases,BC,2020-06-10,2696,18
1530,cases,BC,2020-06-11,2708,12
1531,cases,BC,2020-06-12,2724,16
1532,cases,BC,2020-06-13,2739,15
1533,cases,BC,2020-06-14,2746,7
1534,cases,BC,2020-06-15,2754,8
1535,cases,BC,2020-06-16,2777,23
1536,cases,BC,2020-06-17,2783,6
1537,cases,BC,2020-06-18,2789,6
1538,cases,BC,2020-06-19,2796,7
1539,cases,BC,2020-06-20,2804,8
1540,cases,BC,2020-06-21,2823,19
1541,cases,BC,2020-06-22,2832,9
1542,cases,BC,2020-06-23,2851,19
1543,cases,BC,2020-06-24,2870,19
1544,cases,BC,2020-06-25,2877,7
1545,cases,BC,2020-06-26,2887,10
1546,cases,BC,2020-06-27,2898,11
1547,cases,BC,2020-06-28,2906,8
1548,cases,BC,2020-06-29,2914,8
1549,cases,BC,2020-06-30,2929,15
1550,cases,BC,2020-07-01,2940,11
1551,cases,BC,2020-07-02,2949,9
1552,cases,BC,2020-07-03,2963,14
1553,cases,BC,2020-07-04,2977,14
1554,cases,BC,2020-07-05,2984,7
1555,cases,BC,2020-07-06,2995,11
1556,cases,BC,2020-07-07,3013,18
1557,cases,BC,2020-07-08,3031,18
1558,cases,BC,2020-07-09,3052,21
1559,cases,BC,2020-07-10,3079,27
1560,cases,BC,2020-07-11,3101,22
1561,cases,BC,2020-07-12,3119,18
1562,cases,BC,2020-07-13,3132,13
1563,cases,BC,2020-07-14,3154,22
1564,cases,BC,2020-07-15,3187,33
1565,cases,BC,2020-07-16,3217,30
1566,cases,BC,2020-07-17,3250,33
1567,cases,BC,2020-07-18,3276,26
1568,cases,BC,2020-07-19,3307,31
1569,cases,BC,2020-07-20,3337,30
1570,cases,BC,2020-07-21,3367,30
1571,cases,BC,2020-07-22,3402,35
1572,cases,BC,2020-07-23,3434,32
1573,cases,BC,2020-07-24,3461,27
1574,cases,BC,2020-07-25,3483,22
1575,cases,BC,2020-07-26,3504,21
1576,cases,BC,2020-07-27,3524,20
1577,cases,BC,2020-07-28,3577,53
1578,cases,BC,2020-07-29,3598,21
1579,cases,BC,2020-07-30,3644,46
1580,cases,BC,2020-07-31,3688,44
1581,cases,BC,2020-08-01,3736,48
1582,cases,BC,2020-08-02,3777,41
1583,cases,BC,2020-08-03,3812,35
1584,cases,BC,2020-08-04,3848,36
1585,cases,BC,2020-08-05,3890,42
1586,cases,BC,2020-08-06,3945,55
1587,cases,BC,2020-08-07,3987,42
1588,cases,BC,2020-08-08,4030,43
1589,cases,BC,2020-08-09,4071,41
1590,cases,BC,2020-08-10,4134,63
1591,cases,BC,2020-08-11,4211,77
1592,cases,BC,2020-08-12,4293,82
1593,cases,BC,2020-08-13,4386,93
1594,cases,BC,2020-08-14,4498,112
1595,cases,BC,2020-08-15,4559,61
1596,cases,BC,2020-08-16,4639,80
1597,cases,BC,2020-08-17,4690,51
1598,cases,BC,2020-08-18,4764,74
1599,cases,BC,2020-08-19,4849,85
1600,cases,BC,2020-08-20,4957,108
1601,cases,BC,2020-08-21,5078,121
1602,cases,BC,2020-08-22,5153,75
1603,cases,BC,2020-08-23,5214,61
1604,cases,BC,2020-08-24,5275,61
1605,cases,BC,2020-08-25,5321,46
1606,cases,BC,2020-08-26,5420,99
1607,cases,BC,2020-08-27,5531,111
1608,cases,BC,2020-08-28,5637,106
1609,cases,BC,2020-08-29,5742,105
1610,cases,BC,2020-08-30,5829,87
1611,cases,BC,2020-08-31,5889,60
1612,cases,BC,2020-09-01,5987,98
1613,cases,BC,2020-09-02,6068,81
1614,cases,BC,2020-09-03,6218,150
1615,cases,BC,2020-09-04,6343,125
1616,cases,BC,2020-09-05,6456,113
1617,cases,BC,2020-09-06,6567,111
1618,cases,BC,2020-09-07,6659,92
1619,cases,BC,2020-09-08,6773,114
1620,cases,BC,2020-09-09,6895,122
1621,cases,BC,2020-09-10,7016,121
1622,cases,BC,2020-09-11,7165,149
1623,cases,BC,2020-09-12,7267,102
1624,cases,BC,2020-09-13,7351,84
1625,cases,BC,2020-09-14,7434,83
1626,cases,BC,2020-09-15,7589,155
1627,cases,BC,2020-09-16,7728,139
1628,cases,BC,2020-09-17,7881,153
1629,cases,BC,2020-09-18,8011,130
1630,cases,BC,2020-09-19,8119,108
1631,cases,BC,2020-09-20,8245,126
1632,cases,BC,2020-09-21,8343,98
1633,cases,BC,2020-09-22,8424,81
1634,cases,BC,2020-09-23,8573,149
1635,cases,BC,2020-09-24,8653,80
1636,cases,BC,2020-09-25,8751,98
1637,cases,BC,2020-09-26,8867,116
1638,cases,BC,2020-09-27,8955,88
1639,cases,BC,2020-09-28,9051,96
1640,cases,BC,2020-09-29,9161,110
1641,cases,BC,2020-09-30,9280,119
1642,cases,BC,2020-10-01,9424,144
1643,cases,BC,2020-10-02,9518,94
1644,cases,BC,2020-10-03,9643,125
1645,cases,BC,2020-10-04,9767,124
1646,cases,BC,2020-10-05,9857,90
1647,cases,BC,2020-10-06,9969,112
1648,cases,BC,2020-10-07,10091,122
1649,cases,BC,2020-10-08,10220,129
1650,cases,BC,2020-10-09,10402,182
1651,cases,BC,2020-10-10,10562,160
1652,cases,BC,2020-10-11,10674,112
1653,cases,BC,2020-10-12,10816,142
1654,cases,BC,2020-10-13,10974,158
1655,cases,BC,2020-10-14,11063,89
1656,cases,BC,2020-10-15,11215,152
1657,cases,BC,2020-10-16,11426,211
1658,cases,BC,2020-10-17,11563,137
1659,cases,BC,2020-10-18,11767,204
1660,cases,BC,2020-10-19,11907,140
1661,cases,BC,2020-10-20,12163,256
1662,cases,BC,2020-10-21,12461,298
1663,cases,BC,2020-10-22,12661,200
1664,cases,BC,2020-10-23,12935,274
1665,cases,BC,2020-10-24,13230,295
1666,cases,BC,2020-10-25,13459,229
1667,cases,BC,2020-10-26,13718,259
1668,cases,BC,2020-10-27,13983,265
1669,cases,BC,2020-10-28,14255,272
1670,cases,BC,2020-10-29,14595,340
1671,cases,BC,2020-10-30,14976,381
1672,cases,BC,2020-10-31,15357,381
1673,cases,BC,2020-11-01,15731,374
1674,cases,BC,2020-11-02,16067,336
1675,cases,BC,2020-11-03,16434,367
1676,cases,BC,2020-11-04,17025,591
1677,cases,BC,2020-11-05,17506,481
1678,cases,BC,2020-11-06,17955,449
1679,cases,BC,2020-11-07,18523,568
1680,cases,BC,2020-11-08,19027,504
1681,cases,BC,2020-11-09,19524,497
1682,cases,BC,2020-11-10,20223,699
1683,cases,BC,2020-11-11,20883,660
1684,cases,BC,2020-11-12,21468,585
1685,cases,BC,2020-11-13,22010,542
1686,cases,BC,2020-11-14,22955,945
1687,cases,BC,2020-11-15,23543,588
1688,cases,BC,2020-11-16,24093,550
1689,cases,BC,2020-11-17,24827,734
1690,cases,BC,2020-11-18,25687,860
1691,cases,BC,2020-11-19,26330,643
1692,cases,BC,2020-11-20,27266,936
1693,cases,BC,2020-11-21,27987,721
1694,cases,BC,2020-11-22,28644,657
1695,cases,BC,2020-11-23,29324,680
1696,cases,BC,2020-11-24,30167,843
1697,cases,BC,2020-11-25,31047,880
1698,cases,BC,2020-11-26,31804,757
1699,cases,BC,2020-11-27,32509,705
1700,cases,BC,2020-11-28,33328,819
1701,cases,BC,2020-11-29,33967,639
1702,cases,BC,2020-11-30,34509,542
1703,cases,BC,2020-12-01,35282,773
1704,cases,BC,2020-12-02,36039,757
1705,cases,BC,2020-12-03,36736,697
1706,cases,BC,2020-12-04,37325,589
1707,cases,BC,2020-12-05,38102,777
1708,cases,BC,2020-12-06,38675,573
1709,cases,BC,2020-12-07,39255,580
1710,cases,BC,2020-12-08,39915,660
1711,cases,BC,2020-12-09,40678,763
1712,cases,BC,2020-12-10,41452,774
1713,cases,BC,2020-12-11,42167,715
1714,cases,BC,2020-12-12,42905,738
1715,cases,BC,2020-12-13,43468,563
1716,cases,BC,2020-12-14,43985,517
1717,cases,BC,2020-12-15,44572,587
1718,cases,BC,2020-12-16,45207,635
1719,cases,BC,2020-12-17,45829,622
1720,cases,BC,2020-12-18,46469,640
1721,cases,BC,2020-12-19,47048,579
1722,cases,BC,2020-12-20,47551,503
1723,cases,BC,2020-12-21,47955,404
1724,cases,BC,2020-12-22,48469,514
1725,cases,BC,2020-12-23,49005,536
1726,cases,BC,2020-12-24,49559,554
1727,cases,BC,2020-12-25,49963,404
1728,cases,BC,2020-12-26,50294,331
1729,cases,BC,2020-12-27,50770,476
1730,cases,BC,2020-12-28,51174,404
1731,cases,BC,2020-12-29,51792,618
1732,cases,BC,2020-12-30,52386,594
1733,cases,BC,2020-12-31,53005,619
1734,cases,BC,2021-01-01,53601,596
1735,cases,BC,2021-01-02,54015,414
1736,cases,BC,2021-01-03,54552,537
1737,cases,BC,2021-01-04,55069,517
1738,cases,BC,2021-01-05,55635,566
1739,cases,BC,2021-01-06,56242,607
1740,cases,BC,2021-01-07,56790,548
1741,cases,BC,2021-01-08,57317,527
1742,cases,BC,2021-01-09,57850,533
1743,cases,BC,2021-01-10,58299,449
1744,cases,BC,2021-01-11,58708,409
1745,cases,BC,2021-01-12,59211,503
1746,cases,BC,2021-01-13,59732,521
1747,cases,BC,2021-01-14,60227,495
1748,cases,BC,2021-01-15,60799,572
1749,cases,BC,2021-01-16,61261,462
1750,cases,BC,2021-01-17,61582,321
1751,cases,BC,2021-01-18,61961,379
1752,cases,BC,2021-01-19,62474,513
1753,cases,BC,2021-01-20,63032,558
1754,cases,BC,2021-01-21,63552,520
1755,cases,BC,2021-01-22,64038,486
1756,cases,BC,2021-01-23,64532,494
1757,cases,BC,2021-01-24,64891,359
1758,cases,BC,2021-01-25,65226,335
1759,cases,BC,2021-01-26,65763,537
1760,cases,BC,2021-01-27,66265,502
1761,cases,BC,2021-01-28,66788,523
1762,cases,BC,2021-01-29,67209,421
1763,cases,BC,2021-01-30,67687,478
1764,cases,BC,2021-01-31,67982,295
1765,cases,BC,2021-02-01,68380,398
1766,cases,BC,2021-02-02,68782,402
1767,cases,BC,2021-02-03,69255,473
1768,cases,BC,2021-02-04,69730,475
1769,cases,BC,2021-02-05,70174,444
1770,cases,BC,2021-02-06,70658,484
1771,cases,BC,2021-02-07,71006,348
1772,cases,BC,2021-02-08,71400,394
1773,cases,BC,2021-02-09,71875,475
1774,cases,BC,2021-02-10,72323,448
1775,cases,BC,2021-02-11,72756,433
1776,cases,BC,2021-02-12,73207,451
1777,cases,BC,2021-02-13,73658,451
1778,cases,BC,2021-02-14,74018,360
1779,cases,BC,2021-02-15,74341,323
1780,cases,BC,2021-02-16,74734,393
1781,cases,BC,2021-02-17,75352,618
1782,cases,BC,2021-02-18,75894,542
1783,cases,BC,2021-02-19,76423,529
1784,cases,BC,2021-02-20,76916,493
1785,cases,BC,2021-02-21,77371,455
1786,cases,BC,2021-02-22,77872,501
1787,cases,BC,2021-02-23,78393,521
1788,cases,BC,2021-02-24,78899,506
1789,cases,BC,2021-02-25,79492,593
1790,cases,BC,2021-02-26,80011,519
1791,cases,BC,2021-02-27,80504,493
1792,cases,BC,2021-02-28,80954,450
1793,cases,BC,2021-03-01,81411,457
1794,cases,BC,2021-03-02,81969,558
1795,cases,BC,2021-03-03,82533,564
1796,cases,BC,2021-03-04,83159,626
1797,cases,BC,2021-03-05,83707,548
1798,cases,BC,2021-03-06,84265,558
1799,cases,BC,2021-03-07,84664,399
1800,cases,BC,2021-03-08,85161,497
1801,cases,BC,2021-03-09,85690,529
1802,cases,BC,2021-03-10,86270,580
1803,cases,BC,2021-03-11,86930,660
1804,cases,BC,2021-03-12,87480,550
1805,cases,BC,2021-03-13,88006,526
1806,cases,BC,2021-03-14,88490,484
1807,cases,BC,2021-03-15,88972,482
1808,cases,BC,2021-03-16,89486,514
1809,cases,BC,2021-03-17,90083,597
1810,cases,BC,2021-03-18,90818,735
1811,cases,BC,2021-03-19,91395,577
1812,cases,BC,2021-03-20,92011,616
1813,cases,BC,2021-03-21,92670,659
1814,cases,BC,2021-03-22,93256,586
1815,cases,BC,2021-03-23,93977,721
1816,cases,BC,2021-03-24,94783,806
1817,cases,BC,2021-03-25,95775,992
1818,cases,BC,2021-03-26,96660,885
1819,cases,BC,2021-03-27,97486,826
1820,cases,BC,2021-03-28,98288,802
1821,cases,BC,2021-03-29,99075,787
1822,cases,BC,2021-03-30,100097,1022
1823,cases,BC,2021-03-31,100977,880
1824,cases,BC,2021-04-01,102052,1075
1825,cases,BC,2021-04-02,103159,1107
1826,cases,BC,2021-04-03,104188,1029
1827,cases,BC,2021-04-04,105100,912
1828,cases,BC,2021-04-05,106028,928
1829,cases,BC,2021-04-06,107064,1036
1830,cases,BC,2021-04-07,108380,1316
1831,cases,BC,2021-04-08,109598,1218
