id,Delta,R0,i0_q,r0_q,start_week_delta,t_alpha_delta
9746,61.0,1.2665099514126226,0.002703929591964224,0.1888810741655556,4.0,4.0
9747,46.0,1.1285485084457623,0.003525160209831422,0.16163077016128727,7.0,24.0
9748,43.0,1.3149111435358318,0.004512356312931538,0.2594062574884306,7.0,23.0
9749,54.0,1.5836211195029928,0.002997201128499353,0.3774832671194704,6.0,29.0
9750,47.0,1.40461586117682,0.003322341224238774,0.29164445750947343,7.0,8.0
9751,62.0,1.4145416975622533,0.002525001542262625,0.2952848510638398,3.0,39.0
9752,38.0,1.4144024043878054,0.0032504226927610683,0.2976222425226237,7.0,26.0
9753,58.0,1.1337472832558835,0.004417554331100034,0.14813377566014355,5.0,26.0
9754,44.0,1.142745761452559,0.00304258646654074,0.12968418102220425,6.0,30.0
9755,48.0,1.1898138830443648,0.0021458496574684413,0.15985583883490034,7.0,5.0
9756,61.0,1.2860062304482507,0.0024546083124042982,0.24174846433590136,7.0,2.0
9757,46.0,1.189573182294672,0.0031915185231957558,0.1886407677153165,7.0,6.0
9758,56.0,1.495724733942626,0.002164009746945259,0.3107589283846591,6.0,36.0
9759,61.0,1.2520419418072315,0.002853583206728826,0.18396604100007405,6.0,26.0
9760,60.0,1.1725689784331055,0.00460955590815218,0.18578402239774242,6.0,24.0
9761,63.0,1.4542151036527555,0.0020975310964473646,0.2815630895369308,3.0,22.0
9762,58.0,1.3744973314546574,0.0023423345138136515,0.28390140601761343,5.0,13.0
9763,58.0,1.1106109069900691,0.003932394289224227,0.14241402944052445,7.0,31.0
9764,59.0,1.1041547939093899,0.003802054496260191,0.11937152716856515,5.0,10.0
9765,52.0,1.4976557252591023,0.0033881906018981642,0.3123621322808355,6.0,31.0
9766,59.0,1.5968427111897698,0.0028677388078986255,0.34962116425119677,5.0,2.0
9767,37.0,1.5020658381876117,0.001519961685286792,0.3087898429255389,6.0,29.0
9768,47.0,1.3230635916550442,0.0042868919537499715,0.25033412091672563,7.0,40.0
9769,56.0,1.4871575329791307,0.003029666929625978,0.3429153671885626,7.0,37.0
9770,48.0,1.3172013409400523,0.0022272793536705256,0.24094382837503062,7.0,33.0
9771,58.0,1.4376751091692823,0.003073450993268648,0.32947604093473803,6.0,42.0
9772,47.0,1.4510163902701556,0.0022904818751951377,0.3162858061320814,6.0,34.0
9773,47.0,1.5990571893301289,0.0031033485940071166,0.3542282793798832,6.0,29.0
9774,50.0,1.415137883698257,0.0032908627300296065,0.28594615259294837,5.0,40.0
9775,54.0,1.4284196425905331,0.0021377259589845745,0.3014979554581535,7.0,13.0
9776,35.0,1.5495696850387422,0.0034273753300206743,0.3403786406822004,7.0,10.0
9777,61.0,1.168021088971381,0.005165880817108156,0.1793393808111501,5.0,22.0
9778,54.0,1.290281004130832,0.0032489913161621894,0.24097227873490626,6.0,31.0
9779,60.0,1.4618293381279126,0.0037562878365349677,0.3313172624533889,7.0,27.0
9780,44.0,1.4608790412357684,0.00313410866928995,0.3074801641335046,7.0,34.0
9781,54.0,1.623591476972417,0.00427804385353326,0.38572980640672533,6.0,25.0
9782,44.0,1.4088881743285246,0.0025483615693159684,0.2688010204425659,6.0,3.0
9783,59.0,1.3550534979689661,0.004283167215823699,0.28706063997038234,6.0,20.0
9784,55.0,1.2129293008780304,0.0017358858284196835,0.17952748224005116,5.0,21.0
9785,59.0,1.1652657094544625,0.002981107781023481,0.18793513396969883,7.0,26.0
9786,50.0,1.439981560396219,0.004439395899481738,0.33316495576977384,7.0,8.0
9787,63.0,1.6060462806594622,0.0020340895702664038,0.3709121381965507,7.0,21.0
9788,58.0,1.2500349680589407,0.004265893128466761,0.1934526366412054,5.0,10.0
9789,55.0,1.3634647045747983,0.002945783180027414,0.2668258610036187,6.0,30.0
9790,53.0,1.6632109794502967,0.0018363015248791437,0.37115413814243436,5.0,9.0
9791,60.0,1.3891846571522886,0.0035081188279711263,0.2832328373094523,7.0,26.0
9792,54.0,1.504429788730698,0.003918930506234856,0.33983233500286014,7.0,11.0
9793,44.0,1.2079277585127646,0.002005779669166708,0.16945770565000542,6.0,35.0
9794,62.0,1.2445250956047025,0.00433191146930692,0.20695433247146755,5.0,36.0
9795,47.0,1.3394958494546279,0.004644836351104717,0.27298892947981807,7.0,42.0
9796,46.0,1.2320226868691428,0.004644496720765535,0.22055747232500222,7.0,25.0
9797,52.0,1.400153985992438,0.004252081311198307,0.32821855935907174,7.0,42.0
9798,54.0,1.249913921516074,0.003582555433698203,0.25250922099587,7.0,37.0
9799,59.0,1.4668514261819126,0.0023978208969320106,0.30649890350271314,4.0,27.0
9800,60.0,1.329807894552545,0.0037229033172389483,0.277306812205829,7.0,10.0
9801,59.0,1.5924323049264664,0.0021551161504304635,0.36362292805210394,6.0,34.0
9802,62.0,1.4315873679097222,0.0036463399805065017,0.3262736075693041,7.0,41.0
9803,56.0,1.3733655381606495,0.0029684784027967787,0.27941601644367997,7.0,31.0
9804,46.0,1.2202339317476885,0.003777997673493634,0.17499746588111612,7.0,0.0
9805,45.0,1.1453185140143256,0.003079470278066485,0.14439824461499917,6.0,40.0
9806,43.0,1.3963050580751901,0.0045131095113441514,0.2965966078507038,6.0,16.0
9807,52.0,1.1352949364525482,0.003302409523404555,0.1354685993896074,5.0,22.0
9808,60.0,1.5540462893642022,0.0021422859350658757,0.35654777468474247,7.0,15.0
9809,55.0,1.204330664652089,0.004319688177305186,0.19368281455300584,6.0,19.0
9810,59.0,1.5620304905972686,0.003500198689211658,0.3783745065817063,5.0,3.0
9811,50.0,1.4554913245749561,0.0020134098168843755,0.3057029362924131,5.0,36.0
9812,55.0,1.158924412620788,0.0027838188314450734,0.13835750210678777,6.0,11.0
9813,60.0,1.616183871497426,0.0033857073560057717,0.3758210287369477,6.0,23.0
9814,60.0,1.427948149271108,0.0031236712259707228,0.29041639187992624,6.0,5.0
9815,55.0,1.3921266300978254,0.002898064554324897,0.2914812687800517,7.0,17.0
9816,61.0,1.1144849298986752,0.0028389607429962138,0.1451807531734088,5.0,1.0
9817,51.0,1.307811829870721,0.004126757926574513,0.2614888835694273,7.0,25.0
9818,49.0,1.4359256413298127,0.003514217016765137,0.3220445094060184,7.0,25.0
9819,56.0,1.3321130129370544,0.0027875994819212186,0.25841679782547955,6.0,11.0
9820,37.0,1.1709191267426138,0.004037238303911531,0.15099971783895136,7.0,11.0
