id,Delta,R0,alpha,gamma,i0_q,r,r0_q,start_week_delta
6508,54.0,2.3691071164198445,-1.3056194438659288,-2.817248065706276,0.006029524996828015,1.1127843793010528,0.3471943918388371,2.0
6509,60.0,2.451010589928378,-6.79843400012521,-8.250847043555435,0.0058518620857330025,1.2928622327947759,0.34455841569194706,2.0
6510,36.0,2.159766768506818,-3.547423439994308,-1.9210042265650982,0.0045823086890194814,1.3784022532119133,0.2896124078111519,3.0
6511,31.0,2.1623169040120285,-3.5121347308374795,0.7568435800789117,0.0006244986798525976,1.2433725551956323,0.28142240090408266,0.0
6512,48.0,2.316265990589796,-8.27837144349754,-8.160573961832435,0.003980188686997561,1.0569062720831315,0.291062317980803,2.0
6513,55.0,2.3711934737745723,0.5974769905162383,-3.0880736173596914,0.002959041729795096,1.2467758792611767,0.3443867641341103,1.0
6514,30.0,2.397861680129896,-2.0723203477599226,-0.7949117693650842,0.0016949934763063673,1.0616351237380768,0.30383781238841445,4.0
6515,7.0,1.8123033944829963,-7.9061245377278055,-1.5292419593026332,0.0025500180786843497,1.3578732468947492,0.17366553939691312,6.0
6516,40.0,2.034902430334446,-4.9644703555021055,-7.412931153501732,0.002362842718325657,1.4880371833255022,0.21697167454541427,2.0
6517,23.0,2.0909609592820986,-4.868284685714438,-7.98138585537443,0.0039347306844507695,1.392240654374794,0.2947040483804919,5.0
6518,25.0,2.410449854135254,-4.155067227404389,-1.9803632423943494,0.00858030658220019,1.1108954645213598,0.31682584425779675,7.0
6519,29.0,2.73071084427766,-8.789490800399289,2.2535252417513485,0.0010905489901089933,1.079362947821117,0.36098469635437586,4.0
6520,30.0,2.215118084539248,-5.047469719184387,-6.357521131702602,0.003683268389003496,1.3643245439966225,0.260315522834302,4.0
6521,49.0,2.119568379273517,-3.040321771822235,0.0014956516406577913,0.00475962796169662,1.2906340024297327,0.26195803184758987,2.0
6522,32.0,1.9090230747152295,-3.1811566234199793,-1.001015649156478,0.01232392889730417,1.0692657673376538,0.21379561926820112,6.0
6523,58.0,2.385228732007671,1.1872483600259809,-0.9182899817076372,0.003407779733813975,1.334820426623698,0.3522891147395245,0.0
6524,17.0,2.345022034693627,2.103064356895849,2.2035551336789014,0.004890236829220227,1.0875846855880966,0.3093328863829102,7.0
6525,18.0,2.458462133198306,-6.352039357613077,0.20327243747905338,0.006561710031408955,1.3914261616700616,0.3460783154183948,7.0
6526,46.0,2.4584985396470618,-7.537365858668574,-8.082326362674927,0.004220703601692973,1.182887693428086,0.32986618634487275,3.0
6527,25.0,1.9163804956284634,-8.945994987930803,-3.7200292982159406,0.0030197759444236887,1.3377959094625247,0.15380736117603916,5.0
6528,35.0,2.4504001057662412,-5.774315426075857,-0.8749890986495105,0.009988249750069905,1.2833696326168906,0.3428756993432375,6.0
6529,17.0,1.7563767990714159,-7.932586997632221,-1.7403616843875036,0.0009573381765730414,1.1968745022860392,0.14047893853360707,2.0
6530,42.0,2.4885301472148202,-2.6400254872885878,1.984339399363631,0.0046323613745955445,1.052854034491188,0.3406167715918898,3.0
6531,34.0,2.392005653137391,-1.5469663899222468,0.9561651344123026,0.0005828594145044878,1.1334425330724631,0.32247155275081535,1.0
6532,17.0,2.1163576225906793,-6.528706245319139,-6.266008026126953,0.004613842140670045,1.2897035165143973,0.27436002278599714,6.0
6533,31.0,2.1034544032428246,1.2189657376332015,2.2213448546106864,0.004649129889562238,1.3547221481398855,0.2585156109299599,5.0
6534,42.0,2.372432413371447,-7.419934710880921,-0.5303461775275626,0.0014719610439021564,1.2265022630547657,0.3164553501251417,2.0
6535,29.0,1.9629076752342225,-2.8138821487054684,-1.8367592654129012,0.0024459172947073576,1.188302498347959,0.18306308847552008,4.0
6536,40.0,1.9983077979172068,-4.201175544834365,0.5572816791321131,0.004201080163875267,1.309393229458274,0.21929425706193936,3.0
6537,46.0,2.2694112754710547,0.7433064143373282,-3.055018005436573,0.0033919601161032987,1.2201658825429371,0.30859111164818426,2.0
6538,32.0,2.4423118161936643,-0.8056468188818942,0.5338875003002923,0.005545217935859205,1.1351232463977365,0.35466808830275653,6.0
6539,36.0,2.5725522987217437,0.9074798729432033,1.7465071355748023,0.005064324849381793,1.311049484871261,0.37152392424470093,4.0
6540,32.0,2.189378549219076,-6.205267359314355,-8.857457748714765,0.004942619775901949,1.0712725905113245,0.31789745476232023,4.0
6541,40.0,1.8164886170932262,1.3858672983806481,-0.27011491288524225,0.010247699508838543,1.2603415049158022,0.17103990682372597,4.0
