id,Delta,R0,i0_q,r0_q,start_week_delta
6434,25.0,2.3886040991303705,0.0036694324981325966,0.3157686977307981,5.0
6435,43.0,1.8039259399380738,0.005329205835307098,0.16698198094533276,2.0
6436,32.0,2.3737597986615944,0.010589322677414682,0.329668405865758,7.0
6437,39.0,2.233604583953579,0.009460968267469373,0.30797182960945285,5.0
6438,18.0,2.0535371344941473,0.004697801284244099,0.2532356407272668,7.0
6439,31.0,2.307743564469532,0.006468197313621252,0.28972290696051084,6.0
6440,61.0,2.4461141567688336,0.004925652384747609,0.3446960034593647,1.0
6441,36.0,2.01280825179478,0.016492408158266348,0.24403424499937396,6.0
6442,28.0,2.2075992805855984,0.001167282402458413,0.2876541365839801,2.0
6443,25.0,1.7812760557890812,0.011651455609842832,0.182175221277389,7.0
6444,46.0,1.9306858794390365,0.004857225888279257,0.24581782020853554,2.0
6445,42.0,2.329273810520892,0.0062139078059156964,0.31987924826705794,4.0
6446,23.0,2.157501664173003,0.002049443503573017,0.25577682608462693,5.0
6447,41.0,2.546956864662158,0.007079667362537767,0.355982849255954,4.0
6448,29.0,2.1719210516231957,0.0032175681824786594,0.27056223830683745,5.0
6449,58.0,2.4725717062728543,0.005719832662605108,0.33135943681186225,2.0
6450,21.0,1.9620613139212488,0.002833269818799141,0.23716099419987072,5.0
6451,41.0,2.0502111453689227,0.005518096351361334,0.21420687147339582,4.0
6452,37.0,2.564382328043534,0.002656001579422255,0.3545842226324755,4.0
6453,17.0,1.927271440177355,0.006524365135847588,0.23897217579881053,7.0
6454,21.0,2.0109917076599313,0.007449048623896485,0.24949247092590637,7.0
6455,24.0,2.385513685211257,0.003498835316843576,0.35961559684845384,5.0
6456,55.0,2.466791496764287,0.0030231694860935526,0.3761514644407394,0.0
6457,21.0,1.8176589721579814,0.0037074178553476787,0.12110227085667966,6.0
6458,34.0,2.050600150709508,0.00806598597315169,0.24207911039035823,5.0
6459,46.0,2.167411092473622,0.005103742424716241,0.28282895921337237,2.0
6460,33.0,1.7246382310305404,0.005937696347891941,0.16590041338332087,4.0
6461,28.0,1.8417871796623784,0.004566967367487268,0.19234425626523344,4.0
6462,44.0,2.319767365689928,0.0035520813489697245,0.2829562246047328,3.0
6463,19.0,2.2529374100009694,0.003271112736323702,0.2892659669475893,6.0
6464,29.0,2.0774194520955414,0.007460597665701495,0.2316055387965699,6.0
6465,30.0,1.8995072377738265,0.007465755672958626,0.22088376944458082,6.0
6466,32.0,1.9041841765354057,0.0026628138938224514,0.2260022842597037,3.0
6467,31.0,2.339859072084634,0.0037756303869618084,0.3531887421152188,4.0
6468,27.0,2.4204758951884338,0.0027186378917902552,0.3346874120885529,5.0
6469,24.0,2.1386438863443673,0.008273073457368472,0.24846356551880902,7.0
6470,44.0,2.4423823583294415,0.0006216677632284646,0.33468911626177555,0.0
6471,27.0,2.3591431011800736,0.0028052914409890098,0.31453579393420633,5.0
6472,52.0,2.033628779976717,0.0027865821429273368,0.22972097164786517,1.0
6473,44.0,2.3148879904026325,0.005971366944759664,0.33122047707741026,3.0
6474,52.0,2.4311713929165415,0.007970629175723087,0.3520732280543398,3.0
6475,33.0,1.8265434989996416,0.0040552329151204245,0.1947147365607757,4.0
6476,32.0,2.5664704470114676,0.0007509039255295477,0.35223402602400616,2.0
6477,30.0,2.464566851569299,0.01034262263037743,0.35323316674480304,7.0
6478,29.0,2.1378334308416607,0.003865144148180717,0.28153223198052746,4.0
6479,40.0,2.5102647577454933,0.009319722739851558,0.34558047603043407,5.0
6480,4.0,2.449695958454439,0.0021008789316684286,0.3315255491553348,7.0
6481,36.0,2.182038067661758,0.0028529795638883287,0.25017145412339625,3.0
6482,19.0,2.0162934356803968,0.001513692658986182,0.24977290248086448,4.0
6483,32.0,2.004456381604739,0.01041251635648429,0.2527444425181028,6.0
6484,24.0,1.7866867974203935,0.0034016721283762937,0.17318996440995704,4.0
6485,27.0,2.002056620155706,0.003853957925730689,0.19877587039277608,5.0
6486,52.0,2.2762887722250946,0.009090459775134908,0.31046037633204077,3.0
6487,59.0,1.839033652112566,0.008007712646265324,0.1835326451395367,1.0
6488,26.0,1.6537891113874659,0.01482508495446158,0.11175656332119825,7.0
6489,24.0,2.4096875543367284,0.0038137470895860145,0.3549915886476971,5.0
6490,30.0,1.9466000426063352,0.004091842367362209,0.22251922229068297,5.0
6491,31.0,2.585308114173129,0.0008685536034613617,0.38890252335488557,2.0
6492,35.0,1.9733732824637569,0.0033989667391790875,0.18165893384432266,4.0
6493,31.0,2.370449253926245,0.007918078283434257,0.34076027382531704,6.0
6494,29.0,1.7865122398479756,0.002588873987767037,0.16821377326793713,3.0
6495,24.0,2.4707827117218257,0.0075359205808879035,0.3504253553645334,7.0
6496,45.0,2.265252101975154,0.004975637036624788,0.30147123437143775,2.0
6497,48.0,2.5416573204695307,0.0010409001339720468,0.3294755950523458,1.0
6498,23.0,1.929558294054027,0.004693705101848086,0.20464193081880874,5.0
6499,20.0,2.3467263784933823,0.0012969434843174742,0.32113242639986384,4.0
6500,16.0,1.7974960073581614,0.003171752620416345,0.1427068095150704,6.0
6501,14.0,2.230604934926952,0.0031616357564019605,0.25666500211689136,7.0
6502,37.0,2.505965105380281,0.002691738346397347,0.34397255478199773,4.0
6503,40.0,2.6032657637188477,0.007049387771284328,0.39305197051710355,5.0
6504,36.0,2.248669558301921,0.0023548864076576685,0.2646184139720992,3.0
6505,34.0,2.076790716449878,0.0031590059948398844,0.23920398105995583,3.0
6506,30.0,1.8636326521824051,0.0009056867798845974,0.169707979350939,2.0
6507,37.0,2.3258535012223462,0.003672959494918156,0.304830879259143,4.0
6508,17.0,2.3604505043643065,0.0059463929367856005,0.33027545603513225,7.0
6509,37.0,2.355004580278945,0.014500893148727175,0.3346628249879115,6.0
6510,38.0,1.9533725740710555,0.003912707267259042,0.24687529897023608,2.0
6511,35.0,2.5332535171673793,0.007064149273609802,0.3715434216568592,6.0
6512,55.0,2.5274689199563345,0.0026825281293253508,0.35267893760181185,1.0
6513,30.0,2.4325236919293896,0.0014263043930865887,0.30200372404345716,4.0
6514,24.0,1.6996519164204134,0.005277861700440878,0.13592166454754243,5.0
6515,32.0,2.533340463182211,0.002568321002341399,0.37266063201764615,4.0
6516,33.0,1.798548168820131,0.009075967047433565,0.1957900738833312,5.0
6517,35.0,1.7241557427129777,0.005652196454618049,0.15490743204258484,4.0
6518,34.0,1.8822494821496454,0.004268100439102372,0.17256661116024127,4.0
6519,55.0,2.4695352576752345,0.010478480083821172,0.34004967743391046,3.0
6520,23.0,2.4181142544789793,0.00456227642642055,0.3644983115425669,6.0
6521,44.0,2.1537700795007018,0.004119271576035514,0.2561202699691946,3.0
6522,61.0,1.7739562134689844,0.004271668502237512,0.1392424048426357,0.0
6523,37.0,2.1966771385159607,0.0032787933088824456,0.26319333598848144,4.0
