id,Delta,R0,alpha,gamma,i0_q,r,r0_q,start_week_delta,t_alpha_delta
9084,54.0,1.6742946535314003,-3.76282689205015,-1.747753648436739,0.01037046179804054,1.086289115990425,0.3546816782249539,4.0,40.0
9085,50.0,1.6444185369293989,-4.462214664656035,-2.211743321072319,0.012538054937580458,1.2106175358000617,0.3657563726564317,5.0,32.0
9086,61.0,1.7454038857748793,-8.659496247339112,-5.018419605698609,0.015594606634288782,1.459429145899505,0.3812791704537154,4.0,32.0
9087,56.0,1.626563310044197,-4.967108083103472,-4.45744381341742,0.012117668060881586,1.106640963306924,0.3395851748882778,5.0,42.0
9088,59.0,1.6230801846498606,-0.5035777729217555,0.7060551689761345,0.011669462413881372,1.1720622654062687,0.3457347003274399,3.0,36.0
9089,61.0,1.7013977027873517,-1.7469179238898156,-3.4067994234082972,0.01413414795147505,1.3046876124785998,0.37749614303641293,5.0,41.0
9090,57.0,1.7374197500035753,-9.188366885525626,2.1635415170766663,0.011749749905403818,1.4576581873079366,0.34582754535050186,3.0,41.0
9091,59.0,1.700958922793823,-8.990390486194176,-7.01109163220911,0.01588605598591091,1.340636491975855,0.372113782665732,5.0,35.0
9092,52.0,1.5389713188731036,-1.7068483171191706,-8.09078602557612,0.014878100077565322,1.3891149595472043,0.343603087260903,4.0,28.0
9093,63.0,1.8725603467015177,2.1596052596785253,-4.769880010788713,0.008688348801200682,1.3862437952624225,0.39530457680450315,3.0,38.0
9094,61.0,1.720386320432323,-4.658048454087542,1.2027858686831012,0.013542650718700297,1.2555622152096961,0.3767462540113956,4.0,30.0
9095,52.0,1.5284075987169448,-7.545301900137471,-0.17331654657489315,0.014555093941240294,1.262830155264198,0.3245101536598133,5.0,37.0
9096,58.0,1.6269005680367075,-3.929134418113861,0.6416324400340487,0.01495579967332735,1.0232500739225934,0.3555696363962923,4.0,26.0
9097,42.0,1.6892913620147227,2.2215209159309306,0.44835349310066275,0.01578101772497639,1.0751178676819135,0.3861500424867467,5.0,33.0
9098,61.0,1.778252179160455,-6.387118314822474,-3.0620993326385615,0.013489242044950271,1.2679984917119982,0.3692306277384182,2.0,20.0
9099,52.0,1.5615666788158153,1.264606360468858,1.2625593297176934,0.012341641619856085,1.3429316260987594,0.29222877824316434,3.0,40.0
9100,51.0,1.6626438939950037,-2.2858479601790873,-1.2029531336069177,0.01565755467356118,1.254584566388311,0.35679876446228664,4.0,22.0
9101,43.0,1.6997398403087063,-1.7926711062541534,-2.187496781095833,0.011315523695416505,1.1870234411686242,0.35213683339989493,3.0,39.0
9102,39.0,1.6067828585628472,-2.6698938974607977,-3.2456814849426054,0.013443197889418416,1.3126150029428814,0.3810987661071246,5.0,35.0
9103,58.0,1.8089492543773853,-5.351365498716728,-1.9341164207065351,0.016079686052832214,1.4727510811031952,0.3972089672588892,4.0,40.0
9104,43.0,1.7862918221798718,1.4932152633819713,-4.094997946935781,0.011000110624936391,1.2232616780172674,0.38109555391078903,3.0,38.0
9105,62.0,1.5725468685110486,-1.6231592409776867,-5.125176237500798,0.0153468758817113,1.1857707799173103,0.2940776222568511,3.0,30.0
9106,54.0,1.7631646155990859,-2.5350182294232333,-3.634511287402737,0.0105015185889512,1.0802082434844258,0.39004006713666606,4.0,26.0
9107,54.0,1.498372018963758,0.1425184195916116,-1.597637752362468,0.01743411752391181,1.100966402523957,0.3420135408083451,6.0,37.0
9108,52.0,1.5692575188240652,-4.860260677822128,-5.197695668480854,0.014457395548950997,1.027798266557797,0.3179523068591067,5.0,33.0
9109,60.0,1.56361194256755,-1.208232403312749,-4.772910393829109,0.011979482224669923,1.0786088016654374,0.3492417848100796,4.0,40.0
9110,60.0,1.6595135171338262,0.33560122113036633,-5.222771425400101,0.013546647709777848,1.0547907179801104,0.3526428771000353,5.0,35.0
9111,60.0,1.5942404052211285,-6.141583871800096,1.4434637078597543,0.01381638564276254,1.2701589787589393,0.3299544706645934,2.0,20.0
9112,59.0,1.6890656810931959,1.2748631073234462,-2.3444657555989328,0.015398904073926675,1.4270607574577927,0.39565052345419915,4.0,35.0
9113,52.0,1.5597936048411336,1.2702609484263352,-3.915963431893341,0.014299638782268472,1.2443841453135909,0.3236972522433986,4.0,25.0
9114,52.0,1.5871209283253935,-5.742484554250408,-6.127687758468082,0.017515851294619106,1.0193922205432093,0.31810824957102035,4.0,39.0
9115,50.0,1.5814435450398674,-1.133453517123257,-8.503939575827696,0.011912862466298179,1.1294803188078006,0.3287701440689022,4.0,40.0
9116,62.0,1.596913988532866,-6.069657598396713,-6.989765612322111,0.01330651251778721,1.4696584761135298,0.3288670571989155,3.0,39.0
9117,52.0,1.7579179575567483,-0.5073530376904076,-4.07400192005915,0.014988723955594769,1.3448310602665678,0.38213965599101457,4.0,39.0
9118,58.0,1.7079768184273427,-2.167232962121359,-5.862228120863653,0.017928361885026348,1.2518775863323546,0.38264597120625654,4.0,30.0
9119,51.0,1.6420598140642222,-5.340249383165503,-5.988362836626,0.015161211095935562,1.1403833660097646,0.34291932613404036,4.0,42.0
9120,52.0,1.7168139018100903,-2.7316448418995294,1.2497179331684822,0.014386920155522913,1.2323849568853533,0.35791217401689407,4.0,32.0
9121,49.0,1.6603303678513521,-7.234079544915282,-2.6486423076013828,0.014723043208616652,1.4994903694827357,0.34568580233642515,4.0,37.0
9122,34.0,1.574274873939845,-0.686091734446493,-2.0616945370720847,0.014073133818120928,1.1428856288970848,0.3287259964686514,5.0,41.0
9123,43.0,1.5848086332074867,-2.7744482578075047,-2.7532071823888566,0.01623954032149348,1.0620643714452367,0.3169534146011082,5.0,33.0
9124,60.0,1.757711552942866,1.2261356542366268,-7.423545575209668,0.014738592918344293,1.2897961738987187,0.3606859043839328,3.0,35.0
9125,47.0,1.5080648860205668,-5.22846132717184,1.9177163994348145,0.015789225529113465,1.1365852963514735,0.27846767785243,5.0,39.0
9126,44.0,1.605171191318227,-3.083430305905662,-2.1237616962668433,0.013503983314544528,1.2722986210064222,0.32194113630481175,4.0,32.0
9127,52.0,1.5169773340036328,-8.1261064808746,-2.103894917098599,0.015992794013735757,1.3116611437410333,0.30993662700839786,4.0,25.0
9128,55.0,1.638397758929514,-5.980663131446481,-1.2941463009143153,0.013151183976611226,1.3930989612879592,0.36598379590927854,4.0,30.0
9129,58.0,1.5883648308284446,-3.731960388711027,-4.334419383288644,0.011187688528008263,1.3227926690848466,0.31118691958223654,3.0,38.0
9130,43.0,1.6532441919672147,-5.701737744649083,-0.8524892286880643,0.014678372386030253,1.39844282660497,0.3556962246983424,4.0,30.0
9131,44.0,1.6348425044213026,-4.6721022994276655,-5.673402133604129,0.016654271714064334,1.0770231986602987,0.3390230690443239,5.0,35.0
9132,52.0,1.7493526821948902,-3.5390287991424367,-6.837778265972817,0.012672579834937575,1.4103434401813313,0.3849085334860891,4.0,39.0
9133,50.0,1.6453790530567902,0.7221762804179186,-4.552849694197012,0.016133062135794775,1.0939706397364588,0.3739081552409158,4.0,31.0
9134,50.0,1.6004696413886152,-4.666023380258038,-5.480218995867117,0.014988933558454506,1.2448323212648567,0.35937006622261264,4.0,33.0
9135,62.0,1.6582595141266168,-3.8044651753254803,1.6129423061962744,0.015593109042947712,1.1050553943648977,0.3840802237341863,4.0,28.0
9136,54.0,1.7219046613012283,-1.4618023915778111,-1.7584977436831584,0.012440152705665933,1.4720084231569206,0.3791951166800214,6.0,40.0
9137,46.0,1.7239675112545738,-2.1070800621900654,-5.095958118174002,0.011186578325822769,1.3170143289673284,0.38935351770814763,4.0,32.0
9138,39.0,1.754793040660577,-6.315075551183994,1.0253170095533766,0.010271044450336636,1.3375270097913516,0.38463551604793317,4.0,40.0
9139,52.0,1.5815347845021666,-5.882114876156294,-7.491920324684893,0.014984711692901921,1.4230782348072808,0.32014633302825835,4.0,40.0
9140,52.0,1.6178582649782052,-2.309202133634121,-1.9572915374418771,0.016136046567066117,1.4595461081470884,0.3203213837717904,4.0,37.0
9141,62.0,1.5529413072910598,1.1346623335867776,-4.811010056965749,0.012984553081004852,1.0855106641136132,0.3267903522283431,4.0,31.0
9142,52.0,1.7655737458311267,-0.7338881891090885,-8.702382052378482,0.01694602747167282,1.279299094944926,0.375473976075602,4.0,34.0
9143,54.0,1.5682516148951762,-4.231481528446016,-0.6300469112519108,0.015379961409512099,1.4657649445708605,0.2988828623109064,4.0,35.0
9144,52.0,1.8339369425238081,0.06940231739383784,-3.3506295471377157,0.010588462892510963,1.4011015165855283,0.3942627553934689,3.0,42.0
9145,51.0,1.4762940613662883,-2.4869864977876337,-6.253183987693722,0.014661788247046484,1.314571378650093,0.3033115067851793,4.0,31.0
9146,55.0,1.6931494921152346,-3.859730241026439,-2.0859401976607583,0.013565901752190912,1.1731908751370919,0.36669328031730186,4.0,22.0
9147,52.0,1.6965839773323537,-1.3850841815875352,-0.18513525734393996,0.011028070864109226,1.296445010485799,0.3990018502488016,5.0,37.0
9148,53.0,1.9299086289886251,-5.65435030500184,-3.5001266761689824,0.010672953874174652,1.3886870559181688,0.39677524589233587,3.0,33.0
9149,62.0,1.7042071114689465,-3.711732121335199,1.068859324114447,0.015993411993723058,1.3274070125736077,0.3974311538993177,4.0,28.0
9150,52.0,1.7861214024209306,-7.716839775778071,-1.0375475944896424,0.010027001976663903,1.06243399959094,0.3815805989004757,2.0,29.0
9151,48.0,1.8535605112982978,-7.567651905600887,0.21196539867699993,0.00736357816957704,1.2144547336899347,0.3669452383775949,0.0,35.0
9152,63.0,1.605252591626355,-4.5507085152053275,-5.139692167496616,0.012940128467218506,1.0461363180528838,0.36917013269530635,3.0,15.0
9153,54.0,1.4860802020035437,1.3738309252093635,0.7819600751962779,0.014194091210359583,1.0757185886059832,0.27761952839303494,4.0,36.0
9154,61.0,1.5852100659823376,-6.508123672365726,-2.112638845082436,0.016728962155416,1.2240834326920427,0.33062793066734225,4.0,39.0
9155,45.0,1.5975016717059214,-3.8383146866767293,-2.0311186500297063,0.013466108037250018,1.3968952332987614,0.3357806017153743,4.0,26.0
9156,62.0,1.5921878645316145,2.078009451322919,-0.9247402438238305,0.013575681592339926,1.0641053526909003,0.36678807461719254,5.0,32.0
9157,46.0,1.662431801208013,0.4405383243224358,-3.6827816041616726,0.014405239404806374,1.4626786678019303,0.3744203355402972,5.0,42.0
9158,50.0,1.7032671241983808,-0.07690585218588974,-8.884601418787112,0.013550030965179798,1.4530994088865141,0.3603584312829954,4.0,33.0
9159,52.0,1.8144332461335633,-1.0150294236901567,-5.715361315686812,0.011287402561975688,1.3597859337103209,0.385470209508871,5.0,39.0
9160,56.0,1.6706199851835395,-6.828077039616086,-1.4944095661227432,0.013498214323145522,1.4946718906901006,0.3299328804389655,4.0,32.0
9161,62.0,1.683468038352573,-4.259774293751049,-1.1329190870369825,0.01545633369846786,1.0359151627286152,0.35815692395455145,2.0,26.0
9162,51.0,1.51748215986959,-3.712773889730528,-3.211948045427813,0.012153624842293627,1.471534010562455,0.3376345273999289,5.0,37.0
9163,62.0,1.8064304382806373,-7.533111081297993,0.026201367137421272,0.014727357840649059,1.3369318192654027,0.38223156772610395,3.0,23.0
9164,44.0,1.6904520692414484,-0.005327528107093471,-3.8251129547298914,0.01862967151967519,1.2256432480006925,0.3733239627467661,5.0,37.0
9165,54.0,1.7009237302751716,-4.508202672901018,-8.602128383568838,0.012571323275363862,1.1577305050956537,0.3897320085473504,5.0,37.0
9166,42.0,1.7618001022787602,-4.199151667288498,-8.1009615921872,0.014269889269781738,1.4002171584579781,0.39940196890707386,6.0,38.0
9167,53.0,1.7170297853991618,-7.769555824582254,-3.8850435166416672,0.015583543321650418,1.0395173506013817,0.3498685329717112,5.0,37.0
9168,57.0,1.5571873136424155,0.41994022528484964,-2.1933381214376366,0.014750994387055362,1.2652424913741542,0.325097309674409,4.0,37.0
9169,61.0,1.7285585774860592,-0.8624019904993729,-0.014245339219038033,0.013030679291318284,1.4620299387762024,0.36361036887955966,3.0,30.0
9170,61.0,1.5836011560963839,-8.95800833415041,-3.9208588074242803,0.016806015141351573,1.0371181052577814,0.3657685234423641,5.0,33.0
9171,59.0,1.464958728877697,1.7604137182361455,-2.455657980162303,0.01569331970556712,1.3271994580727304,0.28913673940830903,5.0,34.0
9172,51.0,1.6632140356874838,0.7511408291243189,-4.015263797892155,0.016027263094949257,1.0601078283379788,0.3609264609347883,5.0,29.0
9173,47.0,1.606010104373894,1.9113959110963616,-6.418911971286994,0.0169284676817904,1.2881700923220996,0.3668092749923923,6.0,41.0
9174,43.0,1.4544499229636902,-3.676572875992205,-2.3293976757484955,0.014405724478216121,1.4155957509398,0.3181807449448448,5.0,30.0
9175,54.0,1.5687116105217027,-3.4530117584274955,-1.6972689549581976,0.01418500196514812,1.4607109709737476,0.32678201328107787,3.0,30.0
9176,47.0,1.6618392949612932,-6.884036244460654,-6.8343669899013575,0.015087199470401201,1.1111761516878684,0.35225318128363375,5.0,33.0
9177,60.0,1.66336810072754,-2.482496872226423,0.57427595987945,0.018801688613718014,1.4505632009907141,0.3667560452546152,4.0,26.0
9178,45.0,1.7526443546506947,-5.55071896363466,-1.528799168706772,0.011733440845996574,1.4292106670157658,0.38268062365670025,5.0,37.0
9179,53.0,1.5711996740264127,-9.155178919117079,-8.688882662295171,0.013078758817579248,1.1952850187222643,0.30184897798277216,4.0,37.0
9180,54.0,1.6144954642697782,-1.0320444434557456,-5.743175592582906,0.01277009489405563,1.0519273411988703,0.346897604980843,3.0,23.0
9181,62.0,1.7581423872716606,-6.417321061705773,-0.18491186187464317,0.011855995656691319,1.210529624078957,0.3388374285353193,2.0,34.0
9182,43.0,1.6839090270538155,-4.545993313239925,-7.7975658469158775,0.015140478473013603,1.4201314870177084,0.37666751838275625,5.0,41.0
9183,41.0,1.6074332543086325,-1.1296974823979153,-0.30209818683358414,0.014665548239576658,1.2979258583177966,0.34353608242540284,4.0,36.0
9184,49.0,1.827476724956721,-1.0975112882918088,-0.018199442287202383,0.01139059610927352,1.3903616624979018,0.37443769763274054,3.0,38.0
9185,56.0,1.6591173049461414,-3.8913313819146778,-8.061820422038636,0.015944239157253886,1.2749169656852974,0.3922245263838508,4.0,25.0
9186,58.0,1.7029068665669285,0.7331110132759436,-7.2157509370310615,0.01631788104623949,1.2168200598127186,0.3501108603940323,4.0,34.0
9187,50.0,1.6553203832455323,-0.09664930774956026,-7.984767222028893,0.010231338284571491,1.0697041969489587,0.343849603045088,3.0,39.0
9188,52.0,1.4453200422903651,-5.145540274873052,-0.15856087805372554,0.014646715444010756,1.2970843673047194,0.29609025564740865,6.0,37.0
9189,44.0,1.9197125806447364,-0.5434491636707199,-1.763600861208983,0.00984196966423683,1.4520836486377768,0.3920297621203324,3.0,39.0
9190,60.0,1.611977029224255,-3.9616739966827055,-3.0048123359833125,0.015644533601456234,1.3000854026631827,0.36591959849000627,4.0,22.0
9191,57.0,1.644315190821436,-2.8927532048165547,-6.849826795134499,0.014800377635560986,1.2455383418589243,0.341894088478107,3.0,26.0
9192,51.0,1.7651669311473142,-0.9536419104738925,-6.658483452386363,0.016354184262893524,1.2922697030922632,0.3887451657228389,4.0,29.0
9193,52.0,1.6380100582630555,-2.7512628524661045,-3.496917489953198,0.015444125888674822,1.4022470692432265,0.3729445458901852,5.0,33.0
9194,63.0,1.775630263729402,-2.6174224879896686,-0.24200078365274402,0.010143806970789487,1.2370649560781806,0.36677082362757374,3.0,38.0
9195,61.0,1.8811479149707377,-6.520694015443132,-3.802495237176103,0.011092018065132318,1.3833029313158867,0.3910268838244986,2.0,38.0
9196,56.0,1.672333040268054,-6.427444129577013,-7.318116554986914,0.015592038069908203,1.371898080467326,0.34875202818178097,2.0,21.0
9197,30.0,1.6685781547580298,-8.2602993006104,-0.5728225955693984,0.015937891263009218,1.2009088553342302,0.37299871585140826,6.0,39.0
9198,59.0,1.7218674813104224,-6.545089470784105,-9.112962631980412,0.014914444198497048,1.375782162227484,0.3733367776107637,3.0,31.0
9199,47.0,1.655582907690692,0.7103545573349126,-5.107534393605099,0.01177487288903239,1.323552183032076,0.3337537049909137,4.0,33.0
9200,59.0,1.613637051676563,-2.2640187642852494,-0.5800665872127726,0.01359206147598685,1.3794647523277717,0.31924137195167196,3.0,39.0
